,washer_dryer_10_Trans_V7_gradTruth,washer_dryer_10_Trans_V7_predicted
564,6.0,0.32827634
565,6.0,0.37410396
566,6.0,0.4159472
567,6.0,0.44921222
568,6.0,0.45427564
569,6.0,0.44970536
570,6.0,0.4489786
571,6.0,0.44968933
572,6.0,0.4488371
573,6.0,0.45005396
574,6.0,0.44946203
575,6.0,0.44888556
576,375.0,0.44856328
577,542.0,0.4946775
578,407.0,0.5092032
579,562.0,0.49009505
580,333.0,0.4931178
581,548.0,0.5303094
582,446.0,0.5515566
583,428.0,0.484691
584,529.0,0.5177003
585,397.0,0.54268026
586,531.0,0.5538669
587,375.0,0.560115
588,565.0,0.55973613
589,343.0,0.53393507
590,493.0,0.50800943
591,344.0,0.47428504
592,526.0,0.44776085
593,327.0,0.49255493
594,465.0,0.47364882
595,442.0,0.46455115
596,349.0,0.45350897
597,557.0,0.45485628
598,367.0,0.45529646
599,538.0,0.46365947
600,411.0,0.46695155
601,484.0,0.4574169
602,498.0,0.4632271
603,466.0,0.466506
604,470.0,0.46510938
605,377.0,0.47363633
606,3.0,0.46769893
607,495.0,0.4728405
608,467.0,0.5028089
609,515.0,0.724115
610,499.0,0.5529188
611,505.0,0.5345278
612,524.0,0.5353098
613,507.0,0.52382016
614,340.0,0.557626
615,567.0,0.561365
616,518.0,0.5576087
617,474.0,0.54950285
618,480.0,0.55815446
619,500.0,0.55212545
620,460.0,0.5555668
621,550.0,0.5498832
622,512.0,0.10525386
623,478.0,0.22338045
624,442.0,0.2340792
625,496.0,0.27380118
626,477.0,0.27239445
627,448.0,0.26339436
628,404.0,0.26783383
629,448.0,0.2808888
630,443.0,0.6959176
631,455.0,0.47479904
632,449.0,0.5035602
633,411.0,0.53045726
634,520.0,0.5690814
635,403.0,0.5778191
636,363.0,0.5724317
637,497.0,0.5492071
638,483.0,0.5388197
639,392.0,0.5293187
640,429.0,0.5292059
641,397.0,0.5338709
642,520.0,0.5369073
643,511.0,0.5326878
644,459.0,0.52911806
645,386.0,0.528208
646,369.0,0.526068
647,354.0,0.5243854
648,369.0,0.52756405
649,446.0,0.53039014
650,404.0,0.5349359
651,413.0,0.5289
652,423.0,0.5309515
653,425.0,0.53609
654,343.0,0.5386355
655,412.0,0.54870766
656,283.0,0.5775116
657,299.0,0.6028476
658,405.0,0.596846
659,433.0,0.5534307
660,473.0,0.5555861
661,462.0,0.5625333
662,359.0,0.56831574
663,293.0,0.5759138
664,280.0,0.57156867
665,437.0,0.5678083
666,462.0,0.5683016
667,426.0,0.5653866
668,439.0,0.5550114
669,271.0,0.5254614
670,463.0,0.48281595
671,286.0,0.45637852
672,268.0,0.49116665
673,343.0,0.48148263
674,405.0,0.48149472
675,446.0,0.48098892
676,430.0,0.49507165
677,401.0,0.53751993
678,321.0,0.6004878
679,446.0,0.621452
680,456.0,0.56842995
681,430.0,0.58913255
682,422.0,0.60209394
683,429.0,0.6047996
684,448.0,0.59760606
685,0.0,0.5907488
686,0.0,0.5551313
687,0.0,0.45198745
688,0.0,0.59285045
689,0.0,0.61527705
690,0.0,0.5955156
691,0.0,0.58987373
692,0.0,0.5933193
693,0.0,0.5952963
694,0.0,0.5932603
695,0.0,0.59282637
696,0.0,0.5932069
697,0.0,0.5960176
698,0.0,0.5960804
699,0.0,0.5961535
700,0.0,0.59645367
701,0.0,0.5990976
702,0.0,0.6032002
703,0.0,0.6114862
704,0.0,0.6197233
705,0.0,0.6265119
706,0.0,0.62107086
707,0.0,0.61172587
708,0.0,0.6070748
709,0.0,0.6112878
710,0.0,0.6156298
711,0.0,0.6163682
712,0.0,0.6144428
713,0.0,0.61390245
714,0.0,0.6116682
715,0.0,0.6066772
716,0.0,0.5986234
717,0.0,0.5849495
718,0.0,0.574027
719,0.0,0.5686141
720,0.0,0.57229966
721,0.0,0.57878286
722,0.0,0.57575077
723,0.0,0.579239
724,0.0,0.58928597
725,0.0,0.61046255
726,0.0,0.6295682
727,0.0,0.633
728,0.0,0.624771
729,0.0,0.6227249
730,0.0,0.63104165
731,0.0,0.6301683
732,0.0,0.62464833
733,0.0,0.61266553
734,0.0,0.59528244
735,0.0,0.5882766
736,0.0,0.6082554
737,0.0,0.63451636
738,0.0,0.6245886
739,0.0,0.619331
740,0.0,0.62059534
741,0.0,0.62115
742,0.0,0.6201916
743,0.0,0.62065506
744,0.0,0.6224357
745,0.0,0.62186444
746,0.0,0.62257874
747,0.0,0.623472
748,0.0,0.6233286
749,0.0,0.62517524
750,0.0,0.6275805
751,0.0,0.6312553
752,0.0,0.6348636
753,0.0,0.6359345
754,0.0,0.6326851
755,0.0,0.6303841
756,0.0,0.62885505
757,0.0,0.63053036
758,0.0,0.63216466
759,0.0,0.63154817
760,0.0,0.60017836
761,0.0,0.60194504
762,0.0,0.5992961
763,0.0,0.5941268
764,0.0,0.58648163
765,0.0,0.576433
766,0.0,0.5668031
767,0.0,0.57147634
768,0.0,0.5742551
769,0.0,0.5639199
770,0.0,0.5727457
771,0.0,0.57587
772,0.0,0.5685298
773,0.0,0.58143353
774,0.0,0.59981096
775,0.0,0.5989492
776,0.0,0.5860382
777,0.0,0.5978154
778,0.0,0.63101006
779,0.0,0.631704
780,0.0,0.6338641
781,0.0,0.630757
782,0.0,0.62378204
783,0.0,0.6248846
784,0.0,0.5774369
785,0.0,0.6037618
786,0.0,0.60525835
787,0.0,0.5975027
788,0.0,0.5953046
789,0.0,0.5988328
790,0.0,0.5976924
791,0.0,0.59874004
792,0.0,0.59559834
793,0.0,0.59675115
794,0.0,0.5991117
795,0.0,0.59725916
796,0.0,0.59624994
797,0.0,0.598922
798,0.0,0.59889585
799,0.0,0.62489915
800,0.0,0.63576615
801,0.0,0.6366178
802,0.0,0.63821846
803,0.0,0.6400583
804,0.0,0.6390717
805,0.0,0.6393616
806,0.0,0.63856804
807,0.0,0.6337298
808,0.0,0.6275634
809,0.0,0.62246263
810,0.0,0.62243176
811,0.0,0.6181985
812,0.0,0.61651045
813,0.0,0.61174
814,0.0,0.6097195
815,0.0,0.6096455
816,0.0,0.610361
817,0.0,0.6099135
818,0.0,0.61014044
819,0.0,0.6134231
820,0.0,0.61407185
821,0.0,0.6179246
822,0.0,0.62225693
823,0.0,0.6235657
824,0.0,0.6229652
825,0.0,0.6280836
826,0.0,0.63651764
827,0.0,0.64184177
828,0.0,0.6395494
829,0.0,0.63951135
830,0.0,0.63505524
831,0.0,0.62811995
832,0.0,0.62228334
833,0.0,0.62252486
834,0.0,0.625705
835,0.0,0.6237068
836,0.0,0.6232157
837,0.0,0.6223599
838,0.0,0.6222233
839,0.0,0.62223804
840,0.0,0.6225551
841,0.0,0.6228564
842,0.0,0.62398434
843,0.0,0.62366176
844,0.0,0.6224805
845,0.0,0.6257319
846,0.0,0.629779
847,0.0,0.63513947
848,0.0,0.6421521
849,0.0,0.6430782
850,0.0,0.64386606
851,0.0,0.64386857
852,0.0,0.6418932
853,0.0,0.64280105
854,0.0,0.6420456
855,0.0,0.63962865
856,0.0,0.63765943
857,0.0,0.6342385
858,0.0,0.6341771
859,0.0,0.63324034
860,0.0,0.6306981
861,0.0,0.6294923
862,0.0,0.6263984
863,0.0,0.62918806
864,0.0,0.6296741
865,0.0,0.6291353
866,0.0,0.629235
867,0.0,0.6313653
868,0.0,0.6319504
869,0.0,0.632953
870,0.0,0.6372179
871,0.0,0.6373094
872,0.0,0.6374557
873,0.0,0.63988936
874,0.0,0.64235246
875,0.0,0.644415
876,0.0,0.64142597
877,0.0,0.64073265
878,0.0,0.6394627
879,0.0,0.6358541
880,0.0,0.6356336
881,0.0,0.63551915
882,0.0,0.63508403
883,0.0,0.6359011
884,0.0,0.6341073
885,0.0,0.6351832
886,0.0,0.63449764
887,0.0,0.6350106
888,0.0,0.6344069
889,0.0,0.6363073
890,0.0,0.63614726
891,0.0,0.6359352
892,0.0,0.63594526
893,0.0,0.6372467
894,0.0,0.6387665
895,0.0,0.64292634
896,0.0,0.64476997
897,0.0,0.6443809
898,0.0,0.64451647
899,0.0,0.64445615
900,0.0,0.6448569
901,0.0,0.64369714
902,0.0,0.64344347
903,0.0,0.6420941
904,0.0,0.6411214
905,0.0,0.64144367
906,0.0,0.64052653
907,0.0,0.6389477
908,0.0,0.63828564
909,0.0,0.63728803
910,0.0,0.6383598
911,0.0,0.63804877
912,0.0,0.63846385
913,0.0,0.63864905
914,0.0,0.6386554
915,0.0,0.6387917
916,0.0,0.6397592
917,0.0,0.64137894
918,0.0,0.64197063
919,0.0,0.6415167
920,0.0,0.64237374
921,0.0,0.6438588
922,0.0,0.6449089
923,0.0,0.6444412
924,0.0,0.64437217
925,0.0,0.6422184
926,0.0,0.64256144
927,0.0,0.64100075
928,0.0,0.6412915
929,0.0,0.6414802
930,0.0,0.6409095
931,0.0,0.64049685
932,0.0,0.6420706
933,0.0,0.64091617
934,0.0,0.6408345
935,0.0,0.6413053
936,0.0,0.6411747
937,0.0,0.64205915
938,0.0,0.6432556
939,0.0,0.6422484
940,0.0,0.6421385
941,0.0,0.6432885
942,0.0,0.6436752
943,0.0,0.64497256
944,0.0,0.644889
945,0.0,0.64358544
946,0.0,0.6455383
947,0.0,0.6452959
948,0.0,0.6445723
949,0.0,0.6447984
950,0.0,0.6454559
951,0.0,0.6440753
952,0.0,0.6427735
953,0.0,0.6441943
954,0.0,0.6426451
955,0.0,0.64335203
956,0.0,0.64264137
957,0.0,0.64165866
958,0.0,0.64087105
959,0.0,0.6422503
960,0.0,0.6422297
961,0.0,0.6426407
962,0.0,0.641778
963,0.0,0.64373386
964,0.0,0.6419807
965,0.0,0.64381266
966,0.0,0.64536333
967,0.0,0.6444763
968,0.0,0.6436067
969,0.0,0.644879
970,0.0,0.64633924
971,0.0,0.64551127
972,0.0,0.64483106
973,0.0,0.64336777
974,0.0,0.6449989
975,0.0,0.6435456
976,0.0,0.64351046
977,0.0,0.6438693
978,0.0,0.6439801
979,0.0,0.6438451
980,0.0,0.6442524
981,0.0,0.6437224
982,0.0,0.64438343
983,0.0,0.64407986
984,0.0,0.64301634
985,0.0,0.64417326
986,0.0,0.645429
987,0.0,0.6438624
988,0.0,0.64451265
989,0.0,0.6442685
990,0.0,0.64579237
991,0.0,0.6453602
992,0.0,0.64534926
993,0.0,0.6453859
994,0.0,0.6445191
995,0.0,0.6452912
996,0.0,0.64525056
997,0.0,0.6455047
998,0.0,0.6467148
999,0.0,0.64476645
1000,0.0,0.6443646
1001,0.0,0.6469872
1002,0.0,0.6460624
1003,0.0,0.6442487
1004,0.0,0.6454377
1005,0.0,0.64447355
1006,0.0,0.6441613
1007,0.0,0.6449
1008,0.0,0.64288795
1009,0.0,0.6442884
1010,0.0,0.6442253
1011,0.0,0.64469206
1012,0.0,0.6455926
1013,0.0,0.64512765
1014,0.0,0.6443658
1015,0.0,0.64633995
1016,0.0,0.6452997
1017,0.0,0.6456773
1018,0.0,0.6457951
1019,0.0,0.6454235
1020,0.0,0.6441167
1021,0.0,0.64485127
1022,0.0,0.6458616
1023,0.0,0.64597476
1024,0.0,0.645386
1025,0.0,0.6451714
1026,0.0,0.64581025
1027,0.0,0.64450186
1028,0.0,0.64566505
1029,0.0,0.6445023
1030,0.0,0.64326876
1031,0.0,0.64585716
1032,0.0,0.64543617
1033,0.0,0.64523506
1034,0.0,0.6446272
1035,0.0,0.6446013
1036,0.0,0.6448276
1037,0.0,0.64585227
1038,0.0,0.6450831
1039,0.0,0.6448519
1040,0.0,0.6460021
1041,0.0,0.64482546
1042,0.0,0.6449166
1043,0.0,0.64482164
1044,0.0,0.6455283
1045,0.0,0.6459687
1046,0.0,0.6460463
1047,0.0,0.64485437
1048,0.0,0.64570343
1049,0.0,0.6454787
1050,0.0,0.6479041
1051,0.0,0.6463459
1052,0.0,0.646299
1053,0.0,0.64562285
1054,0.0,0.6452659
1055,0.0,0.64532125
1056,0.0,0.6451646
1057,0.0,0.6449203
1058,0.0,0.6439019
1059,0.0,0.645988
1060,0.0,0.6451204
1061,0.0,0.64512086
1062,0.0,0.6451592
1063,0.0,0.64525914
1064,0.0,0.645472
1065,0.0,0.6455189
1066,0.0,0.6453332
1067,0.0,0.64613545
1068,0.0,0.6454048
1069,0.0,0.6446489
1070,0.0,0.6455628
1071,0.0,0.64617896
1072,0.0,0.6456424
1073,0.0,0.6451694
1074,0.0,0.64474785
1075,0.0,0.6453705
1076,0.0,0.645708
1077,0.0,0.64503133
1078,0.0,0.64405054
1079,0.0,0.64578855
1080,0.0,0.645177
1081,0.0,0.64557904
1082,0.0,0.64476514
1083,0.0,0.64498854
1084,0.0,0.6446986
1085,0.0,0.6466336
1086,0.0,0.6455524
1087,0.0,0.6457933
1088,0.0,0.6457969
1089,0.0,0.6449448
1090,0.0,0.64524364
1091,0.0,0.6454649
1092,0.0,0.6451049
1093,0.0,0.6454849
1094,0.0,0.64563656
1095,0.0,0.6441141
1096,0.0,0.64565897
1097,0.0,0.6490611
1098,0.0,0.6462703
1099,0.0,0.6453353
1100,0.0,0.64692795
1101,0.0,0.64552593
1102,0.0,0.64552295
1103,0.0,0.64605194
1104,0.0,0.6455586
1105,0.0,0.64500904
1106,0.0,0.64583135
1107,0.0,0.6446483
1108,0.0,0.64455235
1109,0.0,0.6463872
1110,0.0,0.645071
1111,0.0,0.64442873
1112,0.0,0.6444547
1113,0.0,0.6454674
1114,0.0,0.64486575
1115,0.0,0.6453957
1116,0.0,0.6463438
1117,0.0,0.6455673
1118,0.0,0.6463244
1119,0.0,0.64580923
1120,0.0,0.6456473
1121,0.0,0.6455623
1122,0.0,0.6455079
1123,0.0,0.6451517
1124,0.0,0.645697
1125,0.0,0.64600027
1126,0.0,0.64518505
1127,0.0,0.64471304
1128,0.0,0.6463461
1129,0.0,0.6458877
1130,0.0,0.64566994
1131,0.0,0.6452551
1132,0.0,0.64475167
1133,0.0,0.644925
1134,0.0,0.64504135
1135,0.0,0.6467957
1136,0.0,0.6454414
1137,0.0,0.64532757
1138,0.0,0.644907
1139,0.0,0.6452949
1140,0.0,0.6450765
1141,0.0,0.646222
1142,0.0,0.64584506
1143,0.0,0.646031
1144,0.0,0.6460782
1145,0.0,0.64721704
1146,0.0,0.6469972
1147,0.0,0.6452085
1148,0.0,0.64579093
1149,0.0,0.64679456
