,refrigerator_5_Trans_V7_gradTruth,refrigerator_5_Trans_V7_predicted
357,183.0,6.7400656
358,184.0,6.7153783
359,179.0,6.7302566
360,179.0,6.713374
361,183.0,6.64875
362,182.0,6.6314197
363,182.0,7.254823
364,180.0,6.885888
365,181.0,6.9864187
366,181.0,6.937519
367,180.0,6.9494114
368,178.0,6.9639564
369,180.0,6.950162
370,182.0,6.957081
371,182.0,6.967285
372,180.0,6.9595513
373,178.0,6.957012
374,181.0,6.965354
375,182.0,6.968389
376,180.0,6.9661775
377,180.0,6.9669333
378,180.0,6.950104
379,181.0,6.959112
380,182.0,6.9684
381,181.0,6.958784
382,179.0,6.968299
383,179.0,6.967966
384,180.0,6.952752
385,183.0,6.9688687
386,180.0,6.9704323
387,6.0,6.962138
388,5.0,7.0464554
389,5.0,6.939133
390,5.0,6.93149
391,6.0,6.941758
392,5.0,6.9321413
393,6.0,6.9469676
394,5.0,6.938611
395,5.0,6.9416394
396,5.0,6.947793
397,6.0,6.929212
398,2.0,6.908457
399,5.0,6.893214
400,4.0,6.8903084
401,5.0,6.9009056
402,6.0,6.890893
403,5.0,6.8845005
404,6.0,7.1161566
405,5.0,6.343644
406,6.0,6.1965823
407,3.0,6.182648
408,5.0,6.1575527
409,6.0,6.1780524
410,5.0,6.1615567
411,5.0,6.123737
412,6.0,6.120422
413,4.0,7.2540436
414,5.0,6.8833303
415,5.0,6.912103
416,4.0,6.8827257
417,6.0,6.871876
418,3.0,6.8825145
419,5.0,6.873526
420,6.0,6.869659
421,5.0,6.879112
422,6.0,6.8717446
423,6.0,6.874319
424,5.0,6.87284
425,5.0,6.8741217
426,5.0,6.8744435
427,6.0,6.881628
428,6.0,6.875325
429,6.0,6.8766184
430,6.0,6.890917
431,5.0,6.8785615
432,6.0,6.8806944
433,3.0,6.884691
434,5.0,6.881185
435,6.0,6.8803353
436,4.0,6.8822217
437,4.0,6.8879204
438,7.0,6.8955717
439,6.0,6.9097857
440,5.0,6.9302087
441,4.0,6.827854
442,6.0,6.8665304
443,4.0,6.9043274
444,5.0,6.897913
445,5.0,6.880164
446,6.0,6.883924
447,5.0,6.884759
448,5.0,7.0915737
449,5.0,7.1289983
450,5.0,6.313943
451,5.0,6.204756
452,5.0,6.1970243
453,5.0,6.1731043
454,4.0,6.1719465
455,5.0,6.1552176
456,5.0,6.1789355
457,3.0,6.1521826
458,5.0,7.2616167
459,5.0,6.9190407
460,6.0,6.8886623
461,4.0,6.8940296
462,5.0,6.8721232
463,4.0,6.868337
464,5.0,6.8690715
465,4.0,6.880341
466,4.0,6.8694315
467,5.0,6.8756804
468,5.0,6.869664
469,6.0,6.8693724
470,5.0,6.8747582
471,6.0,6.871471
472,6.0,6.870149
473,3.0,6.878742
474,6.0,6.8734846
475,6.0,6.8715143
476,4.0,6.875981
477,5.0,6.875137
478,6.0,6.875477
479,3.0,6.875996
480,5.0,6.877291
481,4.0,6.879745
482,5.0,6.879705
483,5.0,6.8799357
484,4.0,6.8860435
485,5.0,6.8841977
486,6.0,6.8817043
487,5.0,6.887052
488,6.0,6.904996
489,5.0,6.90101
490,5.0,7.0700397
491,6.0,7.1543965
492,6.0,6.2987666
493,6.0,6.196081
494,5.0,6.1541886
495,5.0,6.1646147
496,6.0,6.162486
497,5.0,6.1843886
498,5.0,6.1546087
499,5.0,6.1477294
500,6.0,6.1486254
501,6.0,7.2649755
502,6.0,6.8910704
503,6.0,6.973928
504,6.0,6.987165
505,6.0,7.0129375
506,6.0,7.018659
507,7.0,7.015146
508,6.0,7.011183
509,6.0,7.0128636
510,6.0,7.0126276
511,6.0,7.013759
512,6.0,7.014655
513,6.0,7.0154295
514,6.0,7.0158887
515,6.0,7.0173674
516,6.0,7.017794
517,6.0,7.0180893
518,6.0,7.018614
519,6.0,7.0192866
520,6.0,7.01995
521,6.0,7.0204706
522,6.0,7.0207987
523,6.0,7.027377
524,6.0,7.0550194
525,6.0,7.0587835
526,6.0,7.0588017
527,6.0,7.059488
528,6.0,7.059502
529,6.0,7.059949
530,6.0,7.060262
531,7.0,7.0598946
532,6.0,7.0602345
533,7.0,7.395571
534,7.0,6.7200546
535,7.0,6.548365
536,7.0,6.5058494
537,7.0,6.48816
538,7.0,6.4726825
539,7.0,6.508239
540,7.0,6.447875
541,7.0,6.4309874
542,6.0,6.421072
543,6.0,7.2862906
544,6.0,6.971365
545,6.0,6.9687552
546,6.0,7.080141
547,6.0,7.049215
548,6.0,7.0509024
549,6.0,7.0708833
550,6.0,7.067111
551,6.0,7.0641513
552,6.0,7.0662093
553,6.0,7.066626
554,6.0,7.0670924
555,6.0,7.067127
556,6.0,7.0673347
557,6.0,7.067569
558,7.0,7.0680485
559,6.0,7.068372
560,6.0,7.068431
561,7.0,7.0683393
562,7.0,7.195782
563,7.0,7.050887
564,7.0,6.717537
565,7.0,6.5487742
566,7.0,6.4797325
567,7.0,6.479668
568,7.0,6.467532
569,7.0,6.451535
570,7.0,6.439985
571,7.0,6.4290185
572,7.0,6.4202704
573,7.0,6.410793
574,7.0,6.399565
575,7.0,6.388777
576,6.0,6.3819704
577,5.0,6.609064
578,6.0,6.154634
579,4.0,6.0616055
580,6.0,6.08672
581,5.0,6.168832
582,4.0,6.0721917
583,6.0,6.0802636
584,5.0,6.090645
585,6.0,6.1106224
586,5.0,6.1183486
587,6.0,6.131936
588,6.0,6.1596003
589,3.0,6.149526
590,6.0,6.155914
591,6.0,6.069357
592,7.0,6.058139
593,5.0,6.0479054
594,6.0,6.0462837
595,6.0,6.039445
596,7.0,6.0419436
597,4.0,6.0412636
598,5.0,6.027334
599,6.0,6.026472
600,5.0,6.015119
601,6.0,6.016806
602,5.0,5.9974446
603,6.0,5.989494
604,5.0,5.996485
605,6.0,5.983654
606,7.0,5.98748
607,5.0,6.5295577
608,5.0,6.551902
609,5.0,5.953037
610,5.0,5.993827
611,6.0,6.011555
612,5.0,5.9751086
613,6.0,5.934744
614,5.0,5.969022
615,4.0,5.926516
616,5.0,5.975514
617,5.0,5.9364367
618,5.0,5.9758725
619,4.0,5.934786
620,5.0,5.9765687
621,4.0,5.937529
622,4.0,37.34106
623,5.0,7.9020767
624,5.0,6.868629
625,4.0,6.9151163
626,4.0,6.678582
627,4.0,6.6317143
628,6.0,6.5987334
629,6.0,6.58079
630,5.0,6.854265
631,6.0,6.194746
632,6.0,6.0561476
633,6.0,5.979951
634,4.0,5.979988
635,7.0,5.9787674
636,4.0,5.981959
637,4.0,5.9908385
638,5.0,5.9937744
639,6.0,5.9915314
640,5.0,5.9894857
641,3.0,5.989632
642,7.0,5.983234
643,5.0,5.982169
644,4.0,5.982216
645,6.0,5.9810443
646,6.0,5.9739633
647,5.0,5.966356
648,6.0,5.9585776
649,5.0,5.9439225
650,6.0,5.9386005
651,6.0,5.9416194
652,5.0,5.9370565
653,5.0,5.935726
654,4.0,5.936322
655,6.0,5.9447947
656,6.0,5.9273086
657,6.0,5.9218197
658,6.0,5.928577
659,5.0,5.916803
660,5.0,5.914779
661,6.0,5.91298
662,6.0,5.913882
663,5.0,5.9178157
664,5.0,5.9114013
665,6.0,5.9172244
666,6.0,5.92265
667,5.0,5.956741
668,5.0,6.0625434
669,7.0,6.2444835
670,5.0,6.0929894
671,6.0,6.0572495
672,7.0,6.1584554
673,7.0,5.986446
674,5.0,5.98126
675,5.0,5.982433
676,5.0,5.9792356
677,4.0,5.980373
678,5.0,6.0139832
679,6.0,5.941995
680,6.0,5.937309
681,6.0,5.935007
682,5.0,5.9368043
683,7.0,5.9373612
684,5.0,5.939431
685,7.0,5.9374084
686,7.0,6.36397
687,7.0,6.289297
688,7.0,6.2570105
689,6.0,7.2253256
690,7.0,6.288381
691,7.0,6.5166135
692,7.0,6.3106527
693,7.0,6.4091663
694,7.0,6.3110385
695,7.0,6.405133
696,7.0,6.3241467
697,7.0,6.365373
698,7.0,6.347605
699,7.0,6.363856
700,7.0,6.3503447
701,7.0,6.3590283
702,7.0,6.4188232
703,7.0,6.350448
704,7.0,6.34558
705,7.0,6.395702
706,7.0,6.4433904
707,7.0,6.3528156
708,7.0,6.3681593
709,7.0,6.4423647
710,7.0,6.405717
711,7.0,6.436455
712,7.0,6.4621763
713,7.0,6.4151325
714,7.0,6.411033
715,7.0,6.398765
716,7.0,6.386265
717,7.0,6.3922377
718,7.0,6.3640566
719,7.0,6.416574
720,7.0,6.402669
721,7.0,6.3642044
722,7.0,6.3597283
723,7.0,6.376387
724,7.0,6.397493
725,7.0,6.357991
726,7.0,6.364473
727,7.0,6.368188
728,7.0,6.3476458
729,7.0,6.360369
730,7.0,6.363749
731,7.0,6.3598733
732,7.0,6.356037
733,7.0,6.3673973
734,7.0,6.378906
735,7.0,6.276203
736,7.0,6.285547
737,7.0,6.3017716
738,7.0,6.29115
739,7.0,6.2880945
740,7.0,6.295353
741,7.0,6.2778015
742,6.0,6.295575
743,7.0,6.3015814
744,7.0,6.2931356
745,7.0,6.2850494
746,7.0,6.287887
747,7.0,6.29972
748,7.0,6.2880144
749,6.0,6.287154
750,7.0,6.28594
751,6.0,6.297017
752,7.0,6.28394
753,7.0,6.3066106
754,7.0,6.290931
755,7.0,6.294058
756,7.0,6.2932568
757,7.0,6.282093
758,7.0,6.286592
759,7.0,6.2907815
760,7.0,8.947331
761,7.0,6.5050173
762,6.0,6.4089003
763,7.0,6.4794703
764,7.0,6.4833
765,7.0,6.483921
766,7.0,6.4876513
767,7.0,6.4649057
768,7.0,6.476641
769,7.0,6.4947352
770,7.0,6.4595637
771,7.0,6.480621
772,7.0,6.5008054
773,7.0,6.4693418
774,7.0,6.4631505
775,7.0,6.484419
776,7.0,6.4910054
777,7.0,6.3727036
778,7.0,6.3716207
779,7.0,6.33892
780,6.0,6.295702
781,7.0,6.316637
782,7.0,6.3217587
783,7.0,6.310397
784,7.0,9.407535
785,7.0,6.490631
786,7.0,6.3858843
787,7.0,6.48235
788,7.0,6.4847193
789,7.0,6.466764
790,7.0,6.484497
791,7.0,6.469189
792,7.0,6.484034
793,7.0,6.4725475
794,7.0,6.4735546
795,7.0,6.4784746
796,7.0,6.47515
797,7.0,6.4712663
798,7.0,6.4801207
799,7.0,6.3420672
800,7.0,6.2750506
801,7.0,6.3218317
802,7.0,6.2732615
803,7.0,6.2866697
804,7.0,6.2773895
805,7.0,6.2768245
806,7.0,6.2831936
807,7.0,6.291483
808,7.0,6.314619
809,7.0,6.287271
810,7.0,6.2833796
811,7.0,6.2870345
812,7.0,6.2938056
813,7.0,6.2905345
814,7.0,6.2901807
815,7.0,6.308953
816,7.0,6.2828093
817,7.0,6.2800517
818,7.0,6.2834425
819,6.0,6.2828546
820,7.0,6.2986856
821,7.0,6.289092
822,7.0,6.275122
823,7.0,6.2768145
824,7.0,6.288222
825,7.0,6.291556
826,7.0,6.2856064
827,7.0,6.2914853
828,7.0,6.3407793
829,7.0,6.3448257
830,7.0,6.2801304
831,7.0,6.34017
832,7.0,6.3821845
833,7.0,6.3095593
834,7.0,6.3427896
835,7.0,6.347012
836,7.0,6.2785144
837,7.0,6.3062186
838,7.0,6.2888093
839,7.0,6.2905774
840,6.0,6.3447294
841,7.0,6.3118134
842,7.0,6.3179116
843,7.0,6.3000803
844,7.0,6.346128
845,7.0,6.3601336
846,6.0,6.30292
847,7.0,6.282005
848,7.0,6.3161736
849,7.0,6.295806
850,7.0,6.2877197
851,7.0,6.2896557
852,7.0,6.2769375
853,7.0,6.2785473
854,7.0,6.2883673
855,7.0,6.2863374
856,7.0,6.285367
857,7.0,6.2819433
858,7.0,6.2841983
859,7.0,6.280902
860,7.0,6.291051
861,7.0,6.288198
862,7.0,6.2766604
863,7.0,6.3085413
864,6.0,6.286905
865,7.0,6.301496
866,7.0,6.282429
867,7.0,6.2807994
868,6.0,6.2894845
869,7.0,6.2713766
870,7.0,6.2830677
871,6.0,6.2843885
872,6.0,6.295273
873,7.0,6.2790947
874,7.0,6.287605
875,7.0,6.279262
876,7.0,6.284491
877,7.0,6.2876687
878,7.0,6.295666
879,7.0,6.2880845
880,7.0,6.2948265
881,7.0,6.284234
882,7.0,6.2955375
883,7.0,6.2906523
884,7.0,6.276999
885,7.0,6.291833
886,7.0,6.278227
887,7.0,6.2992396
888,7.0,6.3050914
889,7.0,6.292518
890,6.0,6.2998934
891,7.0,6.3594723
892,7.0,6.2810035
893,6.0,6.2918897
894,7.0,6.3422146
895,7.0,6.294071
896,7.0,6.306292
897,7.0,6.324101
898,7.0,6.2930975
899,6.0,6.3125205
900,7.0,6.3326445
901,7.0,6.327772
902,7.0,6.28651
903,7.0,6.3094673
904,7.0,6.322119
905,7.0,6.3324394
906,7.0,6.3513303
907,7.0,6.281217
908,7.0,6.294322
909,7.0,6.3607087
910,7.0,6.3195295
911,7.0,6.3202376
912,7.0,6.318948
913,7.0,6.3378053
914,7.0,6.283532
915,7.0,6.290018
916,7.0,6.293975
917,7.0,6.2895503
918,7.0,6.2931476
919,7.0,6.27866
920,7.0,6.295011
921,6.0,6.2909236
922,7.0,6.292747
923,7.0,6.2841916
924,7.0,6.2952876
925,7.0,6.2826076
926,7.0,6.2913785
927,7.0,6.2935805
928,7.0,6.294096
929,7.0,6.3037176
930,7.0,6.2906585
931,7.0,6.29647
932,7.0,6.2922344
933,7.0,6.2981005
934,7.0,6.29054
935,7.0,6.2908154
936,7.0,6.2926497
937,7.0,6.295842
938,6.0,6.285057
939,7.0,6.2834697
940,7.0,6.2909536
941,7.0,6.2907968
942,7.0,6.287741
943,7.0,6.3006377
944,7.0,6.296234
945,7.0,6.2837667
946,7.0,6.2906704
947,7.0,6.289641
948,7.0,6.284969
949,7.0,6.320866
950,7.0,6.3213854
951,6.0,6.3278503
952,7.0,6.2817407
953,7.0,6.2986665
954,7.0,6.384776
955,7.0,6.300098
956,7.0,6.30265
957,7.0,6.3849664
958,7.0,6.327254
959,7.0,6.3088155
960,7.0,6.33324
961,7.0,6.3356285
962,6.0,6.3130336
963,7.0,6.303793
964,7.0,6.338257
965,7.0,6.356863
966,7.0,6.3475285
967,7.0,6.3225384
968,7.0,6.3611226
969,7.0,6.311059
970,7.0,6.351641
971,7.0,6.3067684
972,7.0,6.313485
973,7.0,6.3459315
974,7.0,6.3057165
975,7.0,6.30049
976,7.0,6.284851
977,7.0,6.302473
978,7.0,6.289759
979,7.0,6.2833066
980,6.0,6.322411
981,7.0,6.339024
982,6.0,6.3292103
983,7.0,6.305102
984,7.0,6.3111553
985,7.0,6.299392
986,7.0,6.313596
987,7.0,6.292954
988,7.0,6.311391
989,7.0,6.2983165
990,7.0,6.2976065
991,7.0,6.288375
992,7.0,6.2899714
993,7.0,6.2925005
994,7.0,6.279741
995,6.0,6.2935586
996,7.0,6.2899566
997,7.0,6.2950525
998,7.0,6.2858043
999,7.0,6.2829847
1000,7.0,6.2906914
1001,7.0,6.2927537
1002,7.0,6.2940197
1003,7.0,6.2879214
1004,7.0,6.304217
1005,7.0,6.3023524
1006,7.0,6.2925124
1007,7.0,6.29363
1008,7.0,6.2864594
1009,7.0,6.2820807
1010,7.0,6.289306
1011,7.0,6.2927394
1012,7.0,6.2796774
1013,7.0,6.2851996
1014,7.0,6.2840834
1015,6.0,6.2895517
1016,7.0,6.303248
1017,7.0,6.3235917
1018,7.0,6.2913547
1019,7.0,6.3076496
1020,6.0,6.353468
1021,7.0,6.2946568
1022,7.0,6.31043
1023,7.0,6.3585386
1024,7.0,6.308292
1025,7.0,6.2890506
1026,7.0,6.3078284
1027,7.0,6.3378544
1028,7.0,6.2940354
1029,7.0,6.282756
1030,7.0,6.2939086
1031,7.0,6.328146
1032,7.0,6.2876234
1033,7.0,6.3232636
1034,7.0,6.3285356
1035,7.0,6.3234925
1036,7.0,6.3775654
1037,7.0,6.328914
1038,7.0,6.3026667
1039,7.0,6.297354
1040,7.0,6.3039894
1041,7.0,6.2893696
1042,7.0,6.297539
1043,7.0,6.284168
1044,7.0,6.308156
1045,7.0,6.3048015
1046,7.0,6.290861
1047,7.0,6.3019943
1048,6.0,6.3037176
1049,7.0,6.298731
1050,7.0,6.3077164
1051,7.0,6.2971845
1052,7.0,6.2967815
1053,7.0,6.2837963
1054,7.0,6.2934265
1055,7.0,6.2927456
1056,7.0,6.299256
1057,7.0,6.2839274
1058,7.0,6.2925615
1059,7.0,6.297336
1060,7.0,6.277947
1061,7.0,6.2992816
1062,7.0,6.2949877
1063,7.0,6.3090262
1064,6.0,6.284319
1065,7.0,6.289974
1066,7.0,6.285439
1067,7.0,6.301179
1068,7.0,6.2884564
1069,7.0,6.2962976
1070,7.0,6.2950487
1071,6.0,6.316015
1072,6.0,6.283783
1073,7.0,6.286802
1074,6.0,6.2973766
1075,7.0,6.2944946
1076,7.0,6.2861037
1077,7.0,6.28615
1078,7.0,6.2911286
1079,7.0,6.296553
1080,7.0,6.3291373
1081,7.0,6.315308
1082,7.0,6.3214397
1083,7.0,6.365385
1084,7.0,6.2973895
1085,7.0,6.3663225
1086,7.0,6.381702
1087,7.0,6.285053
1088,7.0,6.300175
1089,7.0,6.3214808
1090,7.0,6.3092637
1091,7.0,6.2963743
1092,7.0,6.3469024
1093,7.0,6.2922897
1094,7.0,6.2993317
1095,7.0,6.3617935
1096,7.0,6.3771114
1097,7.0,6.3162603
1098,7.0,6.3024445
1099,7.0,6.360831
1100,7.0,6.322681
1101,7.0,6.291341
1102,7.0,6.346422
1103,7.0,6.3025675
1104,7.0,6.2935877
1105,7.0,6.284009
1106,7.0,6.289714
1107,6.0,6.290213
1108,7.0,6.28432
1109,7.0,6.304471
1110,7.0,6.297581
1111,7.0,6.285157
1112,7.0,6.290986
1113,7.0,6.289837
1114,7.0,6.29905
1115,7.0,6.298335
1116,7.0,6.3017893
1117,7.0,6.289756
1118,7.0,6.3027806
1119,7.0,6.298623
1120,7.0,6.300875
1121,6.0,6.288999
1122,7.0,6.2995625
1123,7.0,6.299998
1124,7.0,6.3056664
1125,7.0,6.317846
1126,7.0,6.29224
1127,7.0,6.3030143
1128,7.0,6.3060255
1129,7.0,6.307768
1130,7.0,6.289816
1131,7.0,6.2938757
1132,7.0,6.283777
1133,7.0,6.3076487
1134,7.0,6.308525
1135,7.0,6.3124504
1136,7.0,6.3038597
1137,7.0,6.2908044
1138,7.0,6.2882075
1139,7.0,6.2906547
1140,7.0,6.3060875
1141,7.0,6.302143
1142,7.0,6.3087773
1143,6.0,6.2936945
1144,7.0,6.30074
1145,7.0,6.350078
1146,7.0,6.297173
1147,7.0,6.335176
1148,7.0,6.362543
1149,7.0,6.294779
1150,7.0,6.3011227
1151,7.0,6.320726
1152,7.0,6.334579
1153,7.0,6.2957697
1154,7.0,6.297632
1155,7.0,6.3569837
1156,7.0,6.2945457
1157,6.0,6.339793
1158,7.0,6.365726
1159,7.0,6.355485
1160,7.0,6.3499923
1161,7.0,6.380011
1162,7.0,6.3294253
1163,7.0,6.3194804
1164,7.0,6.3255215
1165,7.0,6.315272
1166,7.0,6.3015003
1167,6.0,6.307734
1168,7.0,6.3075123
1169,7.0,6.296544
1170,7.0,6.3058977
1171,6.0,6.298658
1172,7.0,6.3042154
1173,7.0,6.3053865
1174,7.0,6.298529
1175,7.0,6.3072476
1176,7.0,6.3039207
1177,7.0,6.321419
1178,7.0,6.305799
1179,7.0,6.316118
1180,7.0,6.317825
1181,7.0,6.3031764
1182,7.0,6.3005033
1183,7.0,6.3016095
1184,7.0,6.31806
1185,7.0,6.311413
1186,7.0,6.288819
1187,7.0,6.302107
1188,7.0,6.3029633
