,refrigerator_5_Trans_Init_Bi_gradTruth,refrigerator_5_Trans_Init_Bi_predicted
451,5,6.0021605
452,5,5.7925024
453,5,6.2223344
454,4,6.188173
455,5,6.2034855
456,5,6.1818786
457,3,6.1792784
458,5,7.160178
459,5,7.6495585
460,6,7.660021
461,4,7.660223
462,5,7.3017383
463,4,7.2418036
464,5,7.1181293
465,4,7.186821
466,4,7.159775
467,5,7.1092806
468,5,7.1214724
469,6,7.11667
470,5,7.016563
471,6,7.0277596
472,6,7.0772977
473,3,7.0568166
474,6,7.050035
475,6,7.0604734
476,4,7.0573483
477,5,7.030062
478,6,7.0054355
479,3,7.023342
480,5,7.0342073
481,4,7.033268
482,5,7.063152
483,5,7.0410514
484,4,6.9991612
485,5,7.0276895
486,6,7.025836
487,5,6.9432564
488,6,6.936856
489,5,7.0297823
490,5,6.9904556
491,6,6.2520003
492,6,6.2302613
493,6,6.1965404
494,5,6.189889
495,5,6.1113696
496,6,6.020576
497,5,6.011697
498,5,6.202834
499,5,6.1960697
500,6,6.1977315
501,6,7.1592193
502,6,7.5902967
503,6,7.560209
504,6,7.526276
505,6,7.228161
506,6,7.167004
507,7,7.085783
508,6,7.0961065
509,6,7.04449
510,6,7.1032257
511,6,7.084209
512,6,7.0348086
513,6,7.0705585
514,6,7.105267
515,6,7.027
516,6,7.0113235
517,6,7.069973
518,6,7.081565
519,6,7.051518
520,6,7.0342145
521,6,7.0252285
522,6,7.058027
523,6,7.026275
524,6,7.0102663
525,6,6.9999366
526,6,7.0632415
527,6,7.029584
528,6,7.01917
529,6,7.0077047
530,6,6.9630365
531,7,6.979522
532,6,7.009765
533,7,7.0058517
534,7,6.337784
535,7,6.6663156
536,7,6.8231096
537,7,6.7169585
538,7,6.4334216
539,7,6.6237173
540,7,6.657206
541,7,6.640886
542,6,6.65961
543,6,7.314619
544,6,7.702247
545,6,7.602134
546,6,7.5575004
547,6,7.4265385
548,6,7.377434
549,6,7.3107195
550,6,7.276151
551,6,7.248381
552,6,7.294357
553,6,7.3187394
554,6,7.288625
555,6,7.281997
556,6,7.2886033
557,6,7.2924185
558,7,7.291173
559,6,7.2463493
560,6,7.24052
561,7,7.2617173
562,7,7.404242
563,7,7.3759356
564,7,6.4078283
565,7,6.673014
566,7,7.039677
567,7,6.9239526
568,7,6.8250027
569,7,6.886111
570,7,6.8601246
571,7,6.8510003
572,7,6.8592625
573,7,6.8087034
574,7,6.8007402
575,7,6.733355
576,6,6.69389
577,5,7.1677327
578,6,6.23406
579,4,6.263073
580,6,5.79549
581,5,5.790185
582,4,6.1296773
583,6,6.1070747
584,5,6.1244717
585,6,6.1107745
586,5,6.1064506
587,6,6.0954976
588,6,6.088661
589,3,6.0791306
590,6,6.1778197
591,6,6.1531496
592,7,6.166418
593,5,6.132088
594,6,6.1357293
595,6,6.146335
596,7,6.153709
597,4,6.161932
598,5,6.161382
599,6,6.1663194
600,5,6.168728
601,6,6.174686
602,5,6.178608
603,6,6.1828003
604,5,6.1868258
605,6,6.1864886
606,7,6.1927533
607,5,6.6229806
608,5,6.629166
609,5,6.220481
610,5,5.902274
611,6,5.8110304
612,5,6.061222
613,6,6.0479665
614,5,6.0546637
615,4,6.051189
616,5,6.051989
617,5,6.058654
618,5,6.051542
619,4,6.0576324
620,5,6.053099
621,4,6.0575294
622,4,7.032829
623,5,7.0377274
624,5,6.986468
625,4,7.061864
626,4,6.793628
627,4,6.837109
628,6,6.7858844
629,6,6.8443418
630,5,6.5134163
631,6,6.102917
632,6,6.179917
633,6,6.1397805
634,4,6.149098
635,7,6.140348
636,4,6.139306
637,4,6.1411037
638,5,6.136011
639,6,6.1373825
640,5,6.1344285
641,3,6.1346564
642,7,6.137318
643,5,6.1380343
644,4,6.137688
645,6,6.137557
646,6,6.1343226
647,5,6.1323214
648,6,6.137567
649,5,6.137578
650,6,6.135626
651,6,6.135695
652,5,6.137735
653,5,6.132221
654,4,6.09277
655,6,6.148648
656,6,6.1543455
657,6,6.141013
658,6,6.144152
659,5,6.1391444
660,5,6.142056
661,6,6.141049
662,6,6.1422267
663,5,6.1433024
664,5,6.1463227
665,6,6.1464524
666,6,6.1464195
667,5,6.1480355
668,5,6.1485167
669,7,6.230248
670,5,6.196675
671,6,6.1523056
672,7,6.1594844
673,7,6.158219
674,5,6.1586146
675,5,6.1588273
676,5,6.152756
677,4,5.9013405
678,5,5.810651
679,6,6.113072
680,6,6.0977044
681,6,6.106684
682,5,6.1061053
683,7,6.1039023
684,5,6.102922
685,7,6.104584
686,7,6.618374
687,7,6.473574
688,7,6.3997726
689,6,6.361289
690,7,6.3832154
691,7,6.379147
692,7,6.3799434
693,7,6.385472
694,7,6.37105
695,7,6.3985734
696,7,6.3715963
697,7,6.3698144
698,7,6.3837695
699,7,6.3799944
700,7,6.384146
701,7,6.378508
702,7,6.4280586
703,7,6.359897
704,7,6.380881
705,7,6.405396
706,7,6.434456
707,7,6.357982
708,7,6.390488
709,7,6.43564
710,7,6.3913355
711,7,6.4179463
712,7,6.4388227
713,7,6.3884993
714,7,6.403378
715,7,6.401071
716,7,6.3848433
717,7,6.3966064
718,7,6.372254
719,7,6.4161015
720,7,6.4040027
721,7,6.369987
722,7,6.376395
723,7,6.3932014
724,7,6.4100437
725,7,6.3668704
726,7,6.378567
727,7,6.390738
728,7,6.370722
729,7,6.3822303
730,7,6.382739
731,7,6.3851976
732,7,6.378348
733,7,6.3237014
734,7,6.3726068
735,7,6.3089957
736,7,6.322966
737,7,6.3314595
738,7,6.328355
739,7,6.3268843
740,7,6.332849
741,7,6.315822
742,6,6.339219
743,7,6.3342614
744,7,6.323392
745,7,6.3252263
746,7,6.3253508
747,7,6.334428
748,7,6.3262334
749,6,6.3245535
750,7,6.3239098
751,6,6.334399
752,7,6.3195877
753,7,6.3423862
754,7,6.326083
755,7,6.3265085
756,7,6.329716
757,7,6.315595
758,7,6.325486
759,7,6.3311586
760,7,6.565175
761,7,6.533068
762,6,6.4906716
763,7,6.502151
764,7,6.51756
765,7,6.5245914
766,7,6.534873
767,7,6.511431
768,7,6.5151815
769,7,6.531557
770,7,6.508803
771,7,6.5142274
772,7,6.526786
773,7,6.5135717
774,7,6.497099
775,7,6.517801
776,7,6.525754
777,7,6.181507
778,7,6.324234
779,7,6.358521
780,6,6.297399
781,7,6.345602
782,7,6.3390765
783,7,6.330378
784,7,6.5942326
785,7,6.5114503
786,7,6.483326
787,7,6.5132303
788,7,6.5170383
789,7,6.501064
790,7,6.515099
791,7,6.5079756
792,7,6.5173655
793,7,6.512123
794,7,6.5078406
795,7,6.5149446
796,7,6.5141773
797,7,6.5061355
798,7,6.514366
799,7,6.3094006
800,7,6.2133083
801,7,6.331255
802,7,6.299417
803,7,6.32295
804,7,6.315806
805,7,6.310397
806,7,6.320178
807,7,6.3266196
808,7,6.324706
809,7,6.3101363
810,7,6.314756
811,7,6.3263297
812,7,6.3200297
813,7,6.3245726
814,7,6.319784
815,7,6.3386292
816,7,6.3099318
817,7,6.3112283
818,7,6.3174806
819,6,6.3149047
820,7,6.3346233
821,7,6.3186626
822,7,6.310607
823,7,6.3116813
824,7,6.316307
825,7,6.327132
826,7,6.3230047
827,7,6.3212576
828,7,6.3632975
829,7,6.344569
830,7,6.3016863
831,7,6.3610387
832,7,6.3583
833,7,6.305483
834,7,6.360442
835,7,6.3477373
836,7,6.2944784
837,7,6.34269
838,7,6.3216896
839,7,6.32669
840,6,6.366021
841,7,6.328813
842,7,6.338918
843,7,6.324552
844,7,6.367899
845,7,6.356066
846,6,6.315351
847,7,6.31143
848,7,6.346129
849,7,6.325427
850,7,6.3215647
851,7,6.327373
852,7,6.321486
853,7,6.3168426
854,7,6.3292565
855,7,6.326647
856,7,6.322865
857,7,6.3267283
858,7,6.3215923
859,7,6.3211465
860,7,6.3351464
861,7,6.3269877
862,7,6.3242416
863,7,6.337798
864,6,6.320186
865,7,6.3413715
866,7,6.31899
867,7,6.3163023
868,6,6.331138
869,7,6.311625
870,7,6.3179812
871,6,6.32623
872,6,6.3373046
873,7,6.3155975
874,7,6.3294864
875,7,6.3169622
876,7,6.334338
877,7,6.3250823
878,7,6.3331428
879,7,6.327316
880,7,6.325839
881,7,6.3203855
882,7,6.336824
883,7,6.322313
884,7,6.318887
885,7,6.327261
886,7,6.3182807
887,7,6.338185
888,7,6.3408394
889,7,6.3181443
890,6,6.334129
891,7,6.3739643
892,7,6.3036094
893,6,6.325112
894,7,6.366086
895,7,6.312301
896,7,6.3385844
897,7,6.3536386
898,7,6.319869
899,6,6.343177
900,7,6.3503976
901,7,6.3496156
902,7,6.3122926
903,7,6.3426275
904,7,6.346632
905,7,6.347605
906,7,6.36049
907,7,6.3066573
908,7,6.3274975
909,7,6.374745
910,7,6.3288736
911,7,6.344475
912,7,6.3393
913,7,6.3526173
914,7,6.3093123
915,7,6.328699
916,7,6.3288765
917,7,6.3245068
918,7,6.332659
919,7,6.3202696
920,7,6.3330836
921,6,6.325487
922,7,6.3295093
923,7,6.323397
924,7,6.3313017
925,7,6.323258
926,7,6.327201
927,7,6.33306
928,7,6.3279676
929,7,6.3377295
930,7,6.3254223
931,7,6.333498
932,7,6.3211493
933,7,6.336643
934,7,6.3270016
935,7,6.3258457
936,7,6.3295493
937,7,6.330262
938,6,6.317585
939,7,6.3224216
940,7,6.3312845
941,7,6.3278465
942,7,6.326718
943,7,6.3380485
944,7,6.334278
945,7,6.3243732
946,7,6.3224406
947,7,6.327653
948,7,6.325115
949,7,6.352481
950,7,6.3396053
951,6,6.3510494
952,7,6.3111806
953,7,6.32776
954,7,6.388747
955,7,6.3092895
956,7,6.3325796
957,7,6.3859363
958,7,6.336161
959,7,6.326141
960,7,6.350687
961,7,6.3473225
962,6,6.3388424
963,7,6.323198
964,7,6.365418
965,7,6.3570337
966,7,6.3451633
967,7,6.337558
968,7,6.3709016
969,7,6.321203
970,7,6.358383
971,7,6.325725
972,7,6.341985
973,7,6.3651958
974,7,6.3158646
975,7,6.3336406
976,7,6.317443
977,7,6.3382854
978,7,6.323194
979,7,6.321245
980,6,6.354404
981,7,6.3582735
982,6,6.340467
983,7,6.3282857
984,7,6.3432865
985,7,6.326319
986,7,6.3404584
987,7,6.3291006
988,7,6.3420043
989,7,6.330409
990,7,6.326629
991,7,6.324377
992,7,6.3268337
993,7,6.329373
994,7,6.3210807
995,6,6.3317256
996,7,6.3264713
997,7,6.330715
998,7,6.3162413
999,7,6.324692
1000,7,6.3306775
1001,7,6.3213673
1002,7,6.3294687
1003,7,6.32932
1004,7,6.3367114
1005,7,6.3339477
1006,7,6.325621
1007,7,6.3277907
1008,7,6.330491
1009,7,6.315517
1010,7,6.3293133
1011,7,6.329912
1012,7,6.3141136
1013,7,6.325859
1014,7,6.3271093
1015,6,6.322173
1016,7,6.3407636
1017,7,6.3516197
1018,7,6.319399
1019,7,6.3400936
1020,6,6.3708425
1021,7,6.310474
1022,7,6.3351607
1023,7,6.3662906
1024,7,6.326476
1025,7,6.3200736
1026,7,6.3372874
1027,7,6.364461
1028,7,6.3143015
1029,7,6.319355
1030,7,6.3343945
1031,7,6.348429
1032,7,6.316512
1033,7,6.3550205
1034,7,6.350375
1035,7,6.342132
1036,7,6.3741283
1037,7,6.3289924
1038,7,6.328388
1039,7,6.328537
1040,7,6.3315077
1041,7,6.3270025
1042,7,6.334111
1043,7,6.3197575
1044,7,6.3420815
1045,7,6.333892
1046,7,6.3233256
1047,7,6.3398557
1048,6,6.331939
1049,7,6.3333344
1050,7,6.329232
1051,7,6.330595
1052,7,6.329676
1053,7,6.3206577
1054,7,6.331901
1055,7,6.3287926
1056,7,6.3356323
1057,7,6.3205433
1058,7,6.3365126
1059,7,6.326677
1060,7,6.317966
1061,7,6.3390675
1062,7,6.3303394
1063,7,6.343209
1064,6,6.315685
1065,7,6.3253736
1066,7,6.32293
1067,7,6.334943
1068,7,6.3228955
1069,7,6.336311
1070,7,6.327935
1071,6,6.343526
1072,6,6.3144484
1073,7,6.32631
1074,6,6.335571
1075,7,6.3261313
1076,7,6.3195286
1077,7,6.325811
1078,7,6.3327837
1079,7,6.327704
1080,7,6.3593683
1081,7,6.333223
1082,7,6.345487
1083,7,6.3674045
1084,7,6.313499
1085,7,6.365386
1086,7,6.3760233
1087,7,6.298581
1088,7,6.329715
1089,7,6.350053
1090,7,6.334743
1091,7,6.3276415
1092,7,6.3671036
1093,7,6.312361
1094,7,6.3312674
1095,7,6.379608
1096,7,6.3663526
1097,7,6.307931
1098,7,6.334356
1099,7,6.3768334
1100,7,6.3262687
1101,7,6.321657
1102,7,6.3650193
1103,7,6.320746
1104,7,6.3268466
1105,7,6.3197894
1106,7,6.3253245
1107,6,6.3332686
1108,7,6.324804
1109,7,6.3342433
1110,7,6.334734
1111,7,6.323173
1112,7,6.3296638
1113,7,6.3229475
1114,7,6.33844
1115,7,6.330708
1116,7,6.330104
1117,7,6.32365
1118,7,6.3351617
1119,7,6.332814
1120,7,6.3340287
1121,6,6.32165
1122,7,6.3347306
1123,7,6.335262
1124,7,6.336645
1125,7,6.342845
1126,7,6.3232265
1127,7,6.3393326
1128,7,6.3300285
1129,7,6.3375287
1130,7,6.321457
1131,7,6.3290863
1132,7,6.3224688
1133,7,6.34475
1134,7,6.3368893
1135,7,6.3326087
1136,7,6.3361287
1137,7,6.321823
1138,7,6.324674
1139,7,6.326617
1140,7,6.340943
1141,7,6.3288975
1142,7,6.3399744
1143,6,6.321386
1144,7,6.33393
1145,7,6.3648553
1146,7,6.317253
1147,7,6.3606033
1148,7,6.362596
1149,7,6.307048
1150,7,6.3330173
1151,7,6.3474207
1152,7,6.3571053
1153,7,6.319958
1154,7,6.3271704
1155,7,6.378093
1156,7,6.3068805
1157,6,6.3641367
1158,7,6.3679867
1159,7,6.3490973
1160,7,6.346992
1161,7,6.37606
1162,7,6.3287463
1163,7,6.336655
1164,7,6.3456383
1165,7,6.3357167
1166,7,6.3249187
1167,6,6.3377347
1168,7,6.34137
1169,7,6.3227224
1170,7,6.3410897
1171,6,6.3275666
1172,7,6.333955
1173,7,6.338079
1174,7,6.3282485
1175,7,6.3371024
1176,7,6.3405538
1177,7,6.3454475
1178,7,6.332747
1179,7,6.34077
1180,7,6.335408
1181,7,6.331111
1182,7,6.3278017
1183,7,6.3348536
1184,7,6.345806
1185,7,6.3310704
1186,7,6.318529
1187,7,6.3386407
1188,7,6.331979
1189,7,6.336809
1190,7,6.3375726
1191,7,6.3367047
1192,7,6.332155
1193,7,6.3407264
1194,7,6.329493
1195,7,6.339686
1196,6,6.333107
1197,7,6.3538394
1198,7,6.323494
1199,7,6.3290052
1200,7,6.340383
1201,6,6.3249197
1202,7,6.331914
1203,7,6.3291917
1204,7,6.341945
1205,229,6.3327427
1206,218,139.36388
1207,232,141.51476
1208,228,186.08313
1209,223,190.895
1210,222,198.31044
1211,218,197.5382
1212,216,198.40138
1213,214,195.0855
1214,211,193.62221
1215,203,191.76099
1216,203,190.88387
1217,202,190.2854
1218,201,190.8764
1219,202,190.77888
1220,201,190.75278
1221,202,190.7688
1222,201,190.92253
1223,199,190.77753
1224,201,190.55072
1225,200,190.67554
1226,196,190.43117
1227,202,190.3605
1228,196,190.13425
1229,197,189.9559
1230,200,189.87079
1231,198,190.0447
1232,200,190.20044
1233,198,190.25009
1234,198,190.3283
1235,201,190.35854
1236,196,190.40813
1237,200,190.3431
1238,199,190.40561
1239,199,190.3731
1240,196,190.48383
1241,201,190.32907
1242,197,190.41013
1243,198,190.33841
1244,198,190.38524
1245,199,190.34995
1246,198,190.39381
1247,196,190.47647
1248,199,190.63324
1249,196,190.71527
1250,199,190.20468
1251,198,188.82675
1252,195,187.8966
1253,200,187.87315
1254,197,186.84738
1255,199,186.56174
1256,196,184.84424
1257,197,184.00638
1258,198,184.64252
1259,194,184.86447
1260,198,185.01822
1261,195,184.89595
1262,196,184.81898
1263,198,184.50931
1264,194,184.11859
1265,195,183.64441
1266,194,183.16743
1267,198,182.70377
1268,196,182.2706
1269,196,181.76677
1270,197,181.4073
1271,196,180.81496
1272,198,179.9941
1273,194,179.39122
1274,196,178.68079
1275,196,177.79758
1276,193,176.89455
1277,197,175.96417
1278,194,174.88431
1279,195,173.57791
1280,197,172.62862
1281,193,171.14764
1282,197,169.72008
1283,195,168.69563
1284,194,167.31642
1285,195,164.59213
1286,195,163.5013
1287,194,161.88428
1288,197,161.98228
1289,193,158.14734
1290,194,158.20656
1291,197,155.73547
1292,196,155.50435
1293,195,154.3178
1294,193,152.83427
1295,196,152.87338
1296,194,152.41301
1297,194,151.84132
1298,195,151.70195
1299,194,151.475
1300,193,151.35184
1301,196,151.51442
1302,192,151.03087
1303,195,150.83746
1304,195,150.91876
1305,192,150.38672
1306,194,150.31761
1307,195,150.627
1308,191,150.24904
1309,194,150.4096
1310,195,150.77701
1311,194,149.79375
1312,193,149.98369
1313,189,149.9739
1314,193,150.19215
1315,194,149.60562
1316,192,150.01596
1317,191,149.66385
1318,195,149.42703
1319,191,149.33838
1320,191,149.64526
1321,194,149.41713
1322,191,149.00787
1323,190,149.31604
1324,193,148.94008
1325,192,148.95001
1326,190,148.8572
1327,193,148.64804
1328,192,148.70746
1329,193,148.35358
1330,191,148.32422
1331,189,148.4907
1332,191,156.8307
1333,191,147.04935
1334,193,141.258
1335,189,144.68953
1336,194,145.71402
1337,191,145.96873
1338,188,145.75288
1339,191,146.10886
1340,193,145.6454
1341,189,145.76657
1342,191,146.11978
1343,192,144.90057
1344,192,145.89395
1345,188,145.82779
1346,191,145.94725
1347,191,145.22847
1348,189,146.15077
1349,190,145.75647
1350,190,145.99673
1351,189,145.17255
1352,187,146.42078
1353,191,145.532
1354,191,146.20685
1355,190,145.3114
1356,190,146.14034
1357,191,145.81735
1358,188,146.14078
1359,187,145.88457
1360,189,146.52075
1361,190,145.7807
1362,188,146.57364
1363,187,146.36711
1364,189,146.43213
1365,190,146.43112
1366,188,146.5123
1367,186,146.27876
1368,189,146.87128
1369,190,146.21277
1370,189,146.69653
1371,188,146.41808
1372,189,146.7013
1373,191,146.62454
1374,190,146.34538
1375,189,146.69028
1376,190,146.62547
1377,188,146.55634
1378,186,146.51953
1379,187,146.249
1380,189,147.4227
1381,188,146.64452
1382,186,145.7793
1383,188,146.52223
1384,189,146.34909
1385,187,146.97643
1386,185,145.93991
1387,187,146.14136
1388,189,144.8232
1389,189,144.94133
1390,187,145.07973
1391,185,144.93507
1392,188,144.39825
1393,189,144.40186
1394,188,145.10414
1395,187,144.52878
1396,188,144.19612
1397,187,149.209
1398,189,149.74689
1399,186,147.03256
1400,185,150.305
1401,185,147.78018
1402,185,150.00368
1403,187,147.67786
1404,189,148.59633
1405,187,148.53957
1406,185,149.5605
1407,185,149.13109
1408,187,148.94196
1409,187,148.99725
1410,187,147.87334
1411,183,149.63657
1412,185,148.37991
1413,188,149.65932
1414,188,148.71423
1415,186,149.50041
1416,185,149.20778
1417,187,149.31451
1418,187,148.83609
1419,186,148.87924
1420,185,148.22624
1421,186,148.93195
1422,185,148.75453
1423,185,148.1895
1424,187,148.80396
1425,189,145.36407
1426,186,148.66861
1427,185,148.62152
1428,184,148.36775
1429,184,148.5633
1430,187,148.05226
