,washer_dryer_10_Trans_Init_Bi_gradTruth,washer_dryer_10_Trans_Init_Bi_predicted
300,462.0,1.0361948
301,481.0,1.0315275
302,390.0,1.0320565
303,415.0,1.6906266
304,369.0,1.328185
305,483.0,1.41516
306,530.0,1.310387
307,304.0,1.4004682
308,579.0,1.3315259
309,403.0,1.3625295
310,435.0,1.3459293
311,521.0,1.3489324
312,326.0,1.3326176
313,477.0,1.3815185
314,494.0,1.1929935
315,308.0,1.0761847
316,528.0,0.97066
317,398.0,1.0430688
318,470.0,0.9911603
319,465.0,1.0274403
320,358.0,1.0011635
321,533.0,1.019093
322,466.0,1.006278
323,463.0,1.0152326
324,571.0,1.0090305
325,443.0,1.0132691
326,517.0,1.0103122
327,332.0,1.0123513
328,358.0,1.0109584
329,493.0,1.0119795
330,474.0,1.0112455
331,404.0,1.0117524
332,480.0,1.0114359
333,339.0,1.0116625
334,396.0,1.011467
335,396.0,1.011615
336,478.0,1.011315
337,350.0,1.0115888
338,529.0,1.0115412
339,348.0,1.0115842
340,525.0,1.0115587
341,490.0,1.0114492
342,381.0,1.0115759
343,398.0,1.0115464
344,420.0,1.0115348
345,390.0,1.0115459
346,347.0,1.0116782
347,489.0,1.0118041
348,483.0,1.0119936
349,427.0,1.0119636
350,428.0,1.0162618
351,438.0,1.0199862
352,559.0,1.0313336
353,397.0,1.0314149
354,327.0,1.030805
355,480.0,1.6869156
356,330.0,1.3435117
357,465.0,1.4271591
358,477.0,1.3119537
359,447.0,1.4105257
360,543.0,1.3422092
361,303.0,1.3792237
362,531.0,1.3357822
363,451.0,1.3853552
364,376.0,1.2126904
365,511.0,1.068633
366,312.0,0.98330235
367,484.0,1.0304393
368,535.0,0.99677527
369,383.0,1.0230194
370,476.0,1.0043168
371,500.0,1.017283
372,348.0,1.0081722
373,504.0,1.0144678
374,353.0,1.0100083
375,524.0,1.0130674
376,363.0,1.0109888
377,530.0,1.012511
378,440.0,1.0114887
379,346.0,1.011861
380,508.0,1.0115341
381,341.0,1.0120884
382,553.0,1.0117508
383,331.0,1.0119704
384,526.0,1.0118495
385,409.0,1.0118802
386,394.0,1.011861
387,411.0,1.0119222
388,443.0,1.0275141
389,346.0,1.0413822
390,543.0,1.016957
391,319.0,1.0174083
392,390.0,1.0170987
393,328.0,1.017321
394,551.0,1.017188
395,403.0,1.0170627
396,462.0,1.0172014
397,372.0,1.0172571
398,317.0,1.0172161
399,364.0,1.0172344
400,479.0,1.0172017
401,468.0,1.0173134
402,440.0,1.0215666
403,445.0,1.0250709
404,579.0,1.6190773
405,351.0,1.2091513
406,314.0,1.2672249
407,412.0,1.2342675
408,455.0,1.2778167
409,291.0,1.2484107
410,467.0,1.2433854
411,270.0,1.2550083
412,515.0,1.2306852
413,288.0,1.4523844
414,557.0,1.190871
415,424.0,1.0897031
416,423.0,0.9737545
417,488.0,1.0505577
418,404.0,0.99478376
419,445.0,1.033706
420,493.0,1.0059029
421,376.0,1.025275
422,467.0,1.0116743
423,544.0,1.0210812
424,465.0,1.0145875
425,529.0,1.0191941
426,328.0,1.0159335
427,503.0,1.0181769
428,376.0,1.0166509
429,362.0,1.017735
430,468.0,1.0169618
431,367.0,1.0174414
432,588.0,1.0171293
433,328.0,1.0174102
434,557.0,1.0171688
435,339.0,1.0173119
436,392.0,1.0172757
437,449.0,1.0173848
438,3.0,1.0173806
439,3.0,0.8658956
440,561.0,0.9968945
441,539.0,1.2090257
442,516.0,1.1492537
443,505.0,1.0182921
444,542.0,1.0165082
445,491.0,1.0180936
446,477.0,1.0167762
447,469.0,1.0177852
448,517.0,1.0170635
449,486.0,1.5986656
450,530.0,1.089855
451,540.0,1.3192264
452,350.0,1.1755201
453,458.0,1.3033378
454,497.0,1.2347369
455,492.0,1.280907
456,539.0,1.2594225
457,458.0,1.2680647
458,476.0,1.4439956
459,462.0,1.1950452
460,516.0,1.0907723
461,578.0,0.98823774
462,560.0,1.0561208
463,441.0,1.0063659
464,439.0,1.0400125
465,427.0,1.0154995
466,515.0,1.032064
467,465.0,1.0205051
468,419.0,1.0284909
469,513.0,1.0229329
470,452.0,1.026758
471,459.0,1.0240833
472,471.0,1.0259607
473,380.0,1.0247035
474,512.0,1.0255512
475,417.0,1.0249685
476,476.0,1.0254006
477,398.0,1.0250891
478,458.0,1.0252941
479,535.0,1.025175
480,529.0,1.0252736
481,515.0,1.0252063
482,502.0,1.0252541
483,460.0,1.0252188
484,456.0,1.0252405
485,481.0,1.025222
486,374.0,1.0251993
487,472.0,1.0251892
488,429.0,1.0250493
489,382.0,1.0252928
490,413.0,1.028429
491,432.0,1.5413843
492,376.0,1.1334525
493,410.0,1.3530582
494,419.0,1.1776373
495,402.0,1.3033711
496,419.0,1.2199395
497,430.0,1.2810062
498,392.0,1.270305
499,441.0,1.2902348
500,392.0,1.272462
501,396.0,1.472226
502,2.0,1.1771798
503,9.0,0.9765092
504,9.0,0.94234145
505,9.0,1.0255032
506,9.0,0.9480369
507,9.0,1.0029844
508,9.0,0.96435964
509,9.0,0.9901091
510,9.0,0.97142124
511,9.0,0.98393595
512,9.0,0.9751358
513,9.0,0.9806143
514,9.0,0.977147
515,9.0,0.97976196
516,9.0,0.9778372
517,6.0,0.97912693
518,6.0,0.97862005
519,6.0,0.97915375
520,6.0,0.9786773
521,6.0,0.978513
522,6.0,0.97865605
523,6.0,0.978721
524,6.0,0.98032427
525,6.0,0.9797238
526,6.0,0.97768533
527,6.0,0.9793409
528,6.0,0.97816145
529,6.0,0.9790416
530,6.0,0.97931254
531,6.0,0.97827613
532,6.0,0.9786726
533,6.0,2.3870056
534,6.0,1.0388309
535,6.0,1.7630337
536,6.0,1.2528459
537,6.0,1.6149133
538,6.0,1.3661064
539,6.0,1.531248
540,6.0,1.4222898
541,6.0,1.504335
542,6.0,1.4413549
543,6.0,1.2610095
544,6.0,1.0264523
545,6.0,1.066918
546,6.0,0.84525967
547,6.0,0.95190966
548,6.0,0.8625667
549,6.0,0.912475
550,6.0,0.87789965
551,6.0,0.9008455
552,6.0,0.8824421
553,6.0,0.89034486
554,6.0,0.88718104
555,6.0,0.89458513
556,6.0,0.88384473
557,6.0,0.8918096
558,6.0,0.88338494
559,6.0,0.8942311
560,6.0,0.8896345
561,6.0,0.89180994
562,6.0,1.3451811
563,6.0,2.3831487
564,6.0,1.1858143
565,6.0,1.7862409
566,6.0,1.3012216
567,6.0,1.5930597
568,6.0,1.3751081
569,6.0,1.5200362
570,6.0,1.4124621
571,6.0,1.4876547
572,6.0,1.4293414
573,6.0,1.4731542
574,6.0,1.4426016
575,6.0,1.4624027
576,375.0,1.4467221
577,542.0,2.4959934
578,407.0,1.4274441
579,562.0,1.2354681
580,333.0,1.2252576
581,548.0,1.2467734
582,446.0,1.3104905
583,428.0,1.306754
584,529.0,1.3034972
585,397.0,1.3137852
586,531.0,1.2973045
587,375.0,1.2896779
588,565.0,1.3057824
589,343.0,1.3006021
590,493.0,1.3022552
591,344.0,1.2874428
592,526.0,1.2829181
593,327.0,1.2891291
594,465.0,1.2919129
595,442.0,1.2601155
596,349.0,1.2623852
597,557.0,1.2789444
598,367.0,1.2767011
599,538.0,1.2798771
600,411.0,1.28098
601,484.0,1.2643965
602,498.0,1.2766976
603,466.0,1.2750937
604,470.0,1.2584711
605,377.0,1.2947911
606,3.0,1.2754753
607,495.0,0.18897513
608,467.0,2.7015047
609,515.0,1.445917
610,499.0,1.2533406
611,505.0,1.2395743
612,524.0,1.3295113
613,507.0,1.3150078
614,340.0,1.3253301
615,567.0,1.3206751
616,518.0,1.3226883
617,474.0,1.2955962
618,480.0,1.3190445
619,500.0,1.3062508
620,460.0,1.318533
621,550.0,1.3022443
622,512.0,1.5375153
623,478.0,1.2772369
624,442.0,1.1794719
625,496.0,1.0890796
626,477.0,1.1404246
627,448.0,1.1042155
628,404.0,1.1237879
629,448.0,1.1090393
630,443.0,1.7345355
631,455.0,1.2743785
632,449.0,1.3227185
633,411.0,1.3152128
634,520.0,1.3218995
635,403.0,1.3078127
636,363.0,1.3335153
637,497.0,1.315608
638,483.0,1.3215147
639,392.0,1.3077255
640,429.0,1.3317686
641,397.0,1.3205189
642,520.0,1.3248864
643,511.0,1.3375932
644,459.0,1.3216366
645,386.0,1.3246026
646,369.0,1.310237
647,354.0,1.2939067
648,369.0,1.3106315
649,446.0,1.3359171
650,404.0,1.3445033
651,413.0,1.3072778
652,423.0,1.3282335
653,425.0,1.3382177
654,343.0,1.3136688
655,412.0,1.3145345
656,283.0,1.336936
657,299.0,1.3256711
658,405.0,1.3261808
659,433.0,1.3231755
660,473.0,1.3167996
661,462.0,1.3242639
662,359.0,1.3206576
663,293.0,1.3290716
664,280.0,1.3258657
665,437.0,1.3133068
666,462.0,1.3172356
667,426.0,1.3175446
668,439.0,1.3298723
669,271.0,1.3164765
670,463.0,1.2996398
671,286.0,1.3001207
672,268.0,1.3015414
673,343.0,1.299596
674,405.0,1.2963794
675,446.0,1.3021048
676,430.0,1.304814
677,401.0,1.3026007
678,321.0,1.2777865
679,446.0,1.3114163
680,456.0,1.3162721
681,430.0,1.3153747
682,422.0,1.3160559
683,429.0,1.3137745
684,448.0,1.3063985
685,0.0,1.3109721
686,0.0,0.1627709
687,0.0,2.1430528
688,0.0,1.4465513
689,0.0,1.5365852
690,0.0,1.4703627
691,0.0,1.5157489
692,0.0,1.4861089
693,0.0,1.5049229
694,0.0,1.4922601
695,0.0,1.4998745
696,0.0,1.4926664
697,0.0,1.4998251
698,0.0,1.4977359
699,0.0,1.4971043
700,0.0,1.4967728
701,0.0,1.4962007
702,0.0,1.4923843
703,0.0,1.4890033
704,0.0,1.4949464
705,0.0,1.4951826
706,0.0,1.4874947
707,0.0,1.4862872
708,0.0,1.4966608
709,0.0,1.4902588
710,0.0,1.4844389
711,0.0,1.4874032
712,0.0,1.4797649
713,0.0,1.4815226
714,0.0,1.4898822
715,0.0,1.4868356
716,0.0,1.4906658
717,0.0,1.4930918
718,0.0,1.4943382
719,0.0,1.4952552
720,0.0,1.4864594
721,0.0,1.4915987
722,0.0,1.4981233
723,0.0,1.4961548
724,0.0,1.4910029
725,0.0,1.4920841
726,0.0,1.499162
727,0.0,1.4959623
728,0.0,1.4948126
729,0.0,1.4975499
730,0.0,1.497582
731,0.0,1.4956475
732,0.0,1.4960321
733,0.0,1.4910983
734,0.0,1.4884119
735,0.0,1.5139276
736,0.0,1.5200678
737,0.0,1.5197167
738,0.0,1.5155507
739,0.0,1.5159303
740,0.0,1.5162157
741,0.0,1.51603
742,0.0,1.5152079
743,0.0,1.5142044
744,0.0,1.5167502
745,0.0,1.5162467
746,0.0,1.5167773
747,0.0,1.5176917
748,0.0,1.5149211
749,0.0,1.5164481
750,0.0,1.5168077
751,0.0,1.515932
752,0.0,1.516388
753,0.0,1.516426
754,0.0,1.5127262
755,0.0,1.5162445
756,0.0,1.5168303
757,0.0,1.5171564
758,0.0,1.5185071
759,0.0,1.5153352
760,0.0,1.4828027
761,0.0,1.4395065
762,0.0,1.4365206
763,0.0,1.441549
764,0.0,1.4396824
765,0.0,1.4384068
766,0.0,1.4330889
767,0.0,1.4317024
768,0.0,1.4302827
769,0.0,1.431023
770,0.0,1.4334394
771,0.0,1.4267615
772,0.0,1.4278532
773,0.0,1.4241184
774,0.0,1.4244096
775,0.0,1.426903
776,0.0,1.4292384
777,0.0,1.459288
778,0.0,1.5066159
779,0.0,1.5084804
780,0.0,1.5100049
781,0.0,1.518613
782,0.0,1.5095736
783,0.0,1.5131711
784,0.0,1.4731672
785,0.0,1.4316033
786,0.0,1.4243475
787,0.0,1.4379185
788,0.0,1.4322667
789,0.0,1.436638
790,0.0,1.4323343
791,0.0,1.4356319
792,0.0,1.4313773
793,0.0,1.434014
794,0.0,1.4312385
795,0.0,1.4324056
796,0.0,1.4346839
797,0.0,1.4334267
798,0.0,1.4320413
799,0.0,1.4485027
800,0.0,1.4754573
801,0.0,1.5234348
802,0.0,1.5158005
803,0.0,1.519023
804,0.0,1.5162205
805,0.0,1.5192966
806,0.0,1.5199468
807,0.0,1.5170335
808,0.0,1.516302
809,0.0,1.5168871
810,0.0,1.518215
811,0.0,1.515318
812,0.0,1.5174571
813,0.0,1.5169922
814,0.0,1.5160953
815,0.0,1.5155004
816,0.0,1.5142146
817,0.0,1.5187018
818,0.0,1.5183183
819,0.0,1.5194005
820,0.0,1.5168123
821,0.0,1.5147917
822,0.0,1.5162903
823,0.0,1.5185889
824,0.0,1.5175847
825,0.0,1.5149345
826,0.0,1.5136257
827,0.0,1.5164365
828,0.0,1.5130692
829,0.0,1.5079628
830,0.0,1.5127906
831,0.0,1.5144914
832,0.0,1.5060054
833,0.0,1.5093058
834,0.0,1.5117158
835,0.0,1.5049714
836,0.0,1.512518
837,0.0,1.5158466
838,0.0,1.5123075
839,0.0,1.5149671
840,0.0,1.5124854
841,0.0,1.5074009
842,0.0,1.5131922
843,0.0,1.5142651
844,0.0,1.5096864
845,0.0,1.5045918
846,0.0,1.5074291
847,0.0,1.5142535
848,0.0,1.5166818
849,0.0,1.5138422
850,0.0,1.5169905
851,0.0,1.5179268
852,0.0,1.51471
853,0.0,1.5186278
854,0.0,1.5193398
855,0.0,1.5165825
856,0.0,1.5179031
857,0.0,1.5157596
858,0.0,1.5176007
859,0.0,1.5189193
860,0.0,1.515685
861,0.0,1.5149956
862,0.0,1.5125428
863,0.0,1.5171851
864,0.0,1.5171613
865,0.0,1.5143996
866,0.0,1.5141861
867,0.0,1.5188702
868,0.0,1.5181469
869,0.0,1.5161608
870,0.0,1.5221199
871,0.0,1.5202662
872,0.0,1.5159135
873,0.0,1.5164243
874,0.0,1.5173723
875,0.0,1.5181402
876,0.0,1.5138978
877,0.0,1.5140096
878,0.0,1.5163715
879,0.0,1.5134072
880,0.0,1.5168421
881,0.0,1.517558
882,0.0,1.5146242
883,0.0,1.5154157
884,0.0,1.515769
885,0.0,1.5180153
886,0.0,1.5172446
887,0.0,1.516291
888,0.0,1.5126592
889,0.0,1.5152467
890,0.0,1.5177573
891,0.0,1.5106143
892,0.0,1.5068694
893,0.0,1.5167569
894,0.0,1.5126227
895,0.0,1.5100015
896,0.0,1.5163554
897,0.0,1.5100209
898,0.0,1.5102528
899,0.0,1.5144264
900,0.0,1.5122129
901,0.0,1.5075283
902,0.0,1.5107895
903,0.0,1.5157157
904,0.0,1.5117499
905,0.0,1.5111077
906,0.0,1.5081891
907,0.0,1.5079645
908,0.0,1.5172523
909,0.0,1.5122482
910,0.0,1.5059873
911,0.0,1.5113596
912,0.0,1.51116
913,0.0,1.511211
914,0.0,1.5114039
915,0.0,1.5163609
916,0.0,1.5163194
917,0.0,1.5172023
918,0.0,1.5164
919,0.0,1.5143423
920,0.0,1.5163863
921,0.0,1.5167099
922,0.0,1.5165993
923,0.0,1.515593
924,0.0,1.5166396
925,0.0,1.5148737
926,0.0,1.5167389
927,0.0,1.5155557
928,0.0,1.5152707
929,0.0,1.51591
930,0.0,1.5137789
931,0.0,1.5146968
932,0.0,1.5175563
933,0.0,1.5164789
934,0.0,1.5140249
935,0.0,1.5167912
936,0.0,1.5162553
937,0.0,1.5165969
938,0.0,1.5187559
939,0.0,1.5184363
940,0.0,1.5165993
941,0.0,1.5167046
942,0.0,1.5158085
943,0.0,1.5151432
944,0.0,1.5124859
945,0.0,1.5112455
946,0.0,1.517521
947,0.0,1.5175555
948,0.0,1.5147425
949,0.0,1.5138189
950,0.0,1.5117284
951,0.0,1.509918
952,0.0,1.5098255
953,0.0,1.5186492
954,0.0,1.510361
955,0.0,1.5027026
956,0.0,1.5155205
957,0.0,1.5095559
958,0.0,1.497815
959,0.0,1.5099801
960,0.0,1.5141512
961,0.0,1.508978
962,0.0,1.5072252
963,0.0,1.5137563
964,0.0,1.5108806
965,0.0,1.5043317
966,0.0,1.5081791
967,0.0,1.5090405
968,0.0,1.5066632
969,0.0,1.505181
970,0.0,1.5135623
971,0.0,1.5096945
972,0.0,1.5121734
973,0.0,1.5075222
974,0.0,1.5092392
975,0.0,1.5152103
976,0.0,1.5150009
977,0.0,1.5167205
978,0.0,1.514861
979,0.0,1.5168859
980,0.0,1.5152745
981,0.0,1.507764
982,0.0,1.5074359
983,0.0,1.5121189
984,0.0,1.5116668
985,0.0,1.5130237
986,0.0,1.515911
987,0.0,1.5120717
988,0.0,1.5135044
989,0.0,1.5126109
990,0.0,1.515603
991,0.0,1.516555
992,0.0,1.5156289
993,0.0,1.516276
994,0.0,1.5145297
995,0.0,1.516286
996,0.0,1.5159492
997,0.0,1.5159388
998,0.0,1.5185275
999,0.0,1.5169572
1000,0.0,1.5154502
1001,0.0,1.5199248
1002,0.0,1.518616
1003,0.0,1.5140618
1004,0.0,1.5161511
1005,0.0,1.5145172
1006,0.0,1.5139629
1007,0.0,1.5166901
1008,0.0,1.5127829
1009,0.0,1.5161788
1010,0.0,1.5177971
1011,0.0,1.5156764
1012,0.0,1.5179988
1013,0.0,1.5176898
1014,0.0,1.5147794
1015,0.0,1.5180427
1016,0.0,1.5159994
1017,0.0,1.5108223
1018,0.0,1.5110844
1019,0.0,1.5141753
1020,0.0,1.5081662
1021,0.0,1.5062062
1022,0.0,1.5171587
1023,0.0,1.512952
1024,0.0,1.5070988
1025,0.0,1.5141193
1026,0.0,1.5174423
1027,0.0,1.5098957
1028,0.0,1.5089921
1029,0.0,1.5159267
1030,0.0,1.5140463
1031,0.0,1.5152363
1032,0.0,1.5133928
1033,0.0,1.5132109
1034,0.0,1.5072696
1035,0.0,1.5069393
1036,0.0,1.5074617
1037,0.0,1.5042287
1038,0.0,1.5115162
1039,0.0,1.5138727
1040,0.0,1.5162982
1041,0.0,1.5140134
1042,0.0,1.5137175
1043,0.0,1.5150121
1044,0.0,1.5155967
1045,0.0,1.5139531
1046,0.0,1.5146824
1047,0.0,1.5139669
1048,0.0,1.514042
1049,0.0,1.5140642
1050,0.0,1.517497
1051,0.0,1.5168892
1052,0.0,1.5154365
1053,0.0,1.5164086
1054,0.0,1.5161387
1055,0.0,1.5159688
1056,0.0,1.514655
1057,0.0,1.5148449
1058,0.0,1.5134023
1059,0.0,1.5160745
1060,0.0,1.5163586
1061,0.0,1.5151285
1062,0.0,1.5140733
1063,0.0,1.5128096
1064,0.0,1.5138193
1065,0.0,1.5170597
1066,0.0,1.5167319
1067,0.0,1.5170549
1068,0.0,1.5153657
1069,0.0,1.5135838
1070,0.0,1.5146906
1071,0.0,1.5151143
1072,0.0,1.513806
1073,0.0,1.5162264
1074,0.0,1.5149311
1075,0.0,1.5148052
1076,0.0,1.5171957
1077,0.0,1.516673
1078,0.0,1.5142632
1079,0.0,1.5160528
1080,0.0,1.5122691
1081,0.0,1.5086933
1082,0.0,1.5106674
1083,0.0,1.5074991
1084,0.0,1.5057213
1085,0.0,1.5139269
1086,0.0,1.5032607
1087,0.0,1.5040511
1088,0.0,1.5183474
1089,0.0,1.5132641
1090,0.0,1.5101842
1091,0.0,1.5127975
1092,0.0,1.510738
1093,0.0,1.5079969
1094,0.0,1.5157728
1095,0.0,1.5084615
1096,0.0,1.4997851
1097,0.0,1.5107194
1098,0.0,1.515883
1099,0.0,1.5078212
1100,0.0,1.5061883
1101,0.0,1.513193
1102,0.0,1.5129567
1103,0.0,1.5095394
1104,0.0,1.5145117
1105,0.0,1.5160385
1106,0.0,1.5179039
1107,0.0,1.5145918
1108,0.0,1.5129989
1109,0.0,1.5177375
1110,0.0,1.513675
1111,0.0,1.5121751
1112,0.0,1.5147117
1113,0.0,1.5165228
1114,0.0,1.5148321
1115,0.0,1.5133654
1116,0.0,1.5163623
1117,0.0,1.5158035
1118,0.0,1.5166559
1119,0.0,1.5142065
1120,0.0,1.5135378
1121,0.0,1.5154333
1122,0.0,1.5159912
1123,0.0,1.5135809
1124,0.0,1.5134486
1125,0.0,1.5137352
1126,0.0,1.5124762
1127,0.0,1.5132955
1128,0.0,1.5151023
1129,0.0,1.5147281
1130,0.0,1.514062
1131,0.0,1.5156802
1132,0.0,1.5146965
1133,0.0,1.5138937
1134,0.0,1.5108782
1135,0.0,1.5146976
1136,0.0,1.5134668
1137,0.0,1.5135041
1138,0.0,1.5160716
1139,0.0,1.5161006
1140,0.0,1.5144879
1141,0.0,1.5141774
1142,0.0,1.5145696
1143,0.0,1.5143462
1144,0.0,1.5157748
1145,0.0,1.5122616
1146,0.0,1.5092884
1147,0.0,1.5106856
1148,0.0,1.5054588
1149,0.0,1.5093658
1150,0.0,1.5163999
1151,0.0,1.513178
1152,0.0,1.5070926
1153,0.0,1.5076138
1154,0.0,1.5160251
