,dishwaser_6_Trans_Init_Bi_gradTruth,dishwaser_6_Trans_Init_Bi_predicted,dishwaser_6_Trans_V7_predicted
525,0,0.0825986,440.27383
526,0,0.07373038,423.06375
527,0,0.07150689,411.7356
528,0,0.06919661,403.535
529,0,0.07052031,397.96384
530,0,0.069689184,393.701
531,0,0.069119364,391.7838
532,0,0.06943789,391.34692
533,0,0.20711079,83.97369
534,0,0.07705775,216.79735
535,0,0.059904486,328.23868
536,0,0.05107537,418.92572
537,0,0.024665743,416.96094
538,0,0.007226855,419.47852
539,0,0.00209561,416.8075
540,0,0.061665922,443.5368
541,0,0.059628397,452.6632
542,0,0.055065542,447.24365
543,0,0.135981,795.3721
544,0,0.15883484,846.1203
545,0,0.1632599,839.2889
546,0,0.1604723,776.14484
547,0,0.113554865,694.12115
548,0,0.31300393,641.73
549,0,0.07976809,615.93097
550,0,0.080979735,590.37946
551,0,0.09880534,545.70013
552,0,0.10865441,482.37442
553,0,0.10346261,429.51004
554,0,0.10412541,395.25064
555,0,0.107539564,376.86844
556,0,0.10708848,365.9741
557,0,0.108024985,356.8991
558,0,0.10912457,351.81006
559,0,0.10634175,350.3777
560,0,0.10594788,351.2972
561,0,0.10797444,352.30777
562,0,0.29885617,164.93445
563,0,-0.53421867,27.551836
564,0,0.12652054,183.81885
565,0,0.058534056,366.63107
566,0,0.022795588,472.0725
567,0,0.013721377,480.03366
568,0,0.017556578,484.831
569,0,0.009430796,503.59924
570,0,0.014241129,525.2875
571,0,0.012552649,541.02936
572,0,0.005652338,549.7073
573,0,0.018458754,556.4828
574,0,0.010105521,567.58044
575,0,-0.003634065,586.6415
576,0,-0.04659328,613.2954
577,1,0.46761265,1080.4845
578,0,0.13901034,1162.9596
579,2,0.15982571,1140.4292
580,0,0.08169451,1132.7439
581,1,0.2823271,1105.5177
582,1,0.2318267,1134.7184
583,0,0.23647633,1137.9862
584,1,0.23740092,1136.2255
585,0,0.23790827,1129.5182
586,1,0.23625842,1127.6482
587,0,0.23496953,1130.8651
588,1,0.23176613,1135.6168
589,2,0.22614375,1133.707
590,1,0.439814,1132.7327
591,1,0.19342318,1131.4293
592,0,0.12962714,1131.1296
593,1,0.12732211,1133.404
594,0,0.12381974,1135.3988
595,1,0.12250605,1131.9343
596,0,0.12184754,1131.2775
597,1,0.12298146,1132.2446
598,1,0.122535616,1131.7019
599,0,0.12004939,1132.586
600,1,0.12076655,1132.6958
601,1,0.12192574,1131.6941
602,0,0.12478343,1132.1816
603,0,0.124207884,1132.694
604,1,0.1227068,1131.828
605,1,0.12643948,1135.0388
606,0,0.12872544,1134.3849
607,1,-0.8857027,382.93054
608,1,0.49089566,529.6488
609,1,0.068490416,517.66315
610,1,0.07073203,491.34637
611,1,0.07450381,490.34167
612,1,0.26195374,546.0582
613,1,0.26411524,589.18286
614,1,0.27175036,641.8587
615,1,0.27499047,696.8344
616,1,0.27607957,745.4689
617,1,0.27291813,787.51886
618,1,0.27695695,830.8495
619,1,0.27515832,875.1404
620,1,0.27696076,926.8378
621,1,0.27460852,987.84863
622,1,0.20309773,1299.7863
623,1,0.14668646,1102.0972
624,1,0.28368703,1023.79504
625,1,0.21781054,1006.78094
626,1,0.18179074,972.12225
627,1,0.17956486,951.56177
628,0,0.18202916,937.17267
629,0,0.17610732,916.0052
630,1,0.12306681,329.9225
631,0,0.15803662,226.94994
632,0,0.2318658,261.7612
633,0,0.23838606,308.23306
634,1,0.23885861,328.8705
635,0,0.23867789,349.44653
636,1,0.24343243,387.88425
637,1,0.23780385,413.43015
638,1,0.22697344,430.4808
639,0,0.22847214,435.96854
640,1,0.24131909,438.82678
641,2,0.24536029,442.72125
642,0,0.24475995,445.87436
643,1,0.24838153,449.47964
644,1,0.24778739,449.95364
645,1,0.24717417,449.64948
646,1,0.24388638,447.77127
647,1,0.2405738,447.10834
648,0,0.2425951,446.67618
649,1,0.24618426,447.3057
650,1,0.24968234,450.11453
651,1,0.24282542,447.09998
652,1,0.2463626,447.4423
653,1,0.23770133,448.8097
654,1,0.24451295,449.22543
655,0,0.35503998,444.0006
656,0,0.31723776,445.70938
657,0,0.26975623,445.90982
658,0,0.27289143,447.12766
659,1,0.2716984,446.52322
660,1,0.2715148,446.47406
661,0,0.27011624,446.46695
662,1,0.26206627,446.43762
663,1,0.26224986,448.03793
664,1,0.26069966,447.58795
665,0,0.25894442,447.00058
666,1,0.26030722,447.04935
667,1,0.25757208,446.38348
668,1,0.23065463,447.23575
669,0,0.51790845,447.1252
670,1,0.23045436,446.70218
671,0,0.20826712,446.3114
672,0,0.19669667,445.7336
673,1,0.19023886,445.767
674,1,0.18964234,445.26367
675,1,0.19726649,446.29193
676,1,0.22598258,452.2794
677,1,0.19029084,453.6005
678,0,0.08219662,447.72876
679,0,0.28283206,446.12384
680,0,0.2818016,473.43216
681,1,0.285561,487.3426
682,1,0.2849597,503.49347
683,0,0.28540602,519.01953
684,1,0.28470698,535.16833
685,0,0.28613368,556.6213
686,0,-0.8343607,40.107536
687,0,0.009099871,136.9247
688,0,0.052241236,271.37918
689,0,0.059633642,338.81677
690,0,0.05849257,315.59827
691,0,0.059637934,307.194
692,0,0.05927697,297.01053
693,0,0.060230166,290.8067
694,0,0.055182368,289.97906
695,0,0.05524388,285.45697
696,0,0.050732523,273.3255
697,0,0.05766526,261.76416
698,0,0.05291453,257.60223
699,0,0.05533877,260.536
700,0,0.052190214,263.84436
701,0,0.05126658,264.0071
702,0,0.042909056,261.92844
703,0,0.043723017,260.88168
704,0,0.025787503,261.19708
705,0,0.03405419,263.09512
706,0,0.03231278,263.4035
707,0,0.04382983,263.09756
708,0,0.036584765,262.82642
709,0,0.032952696,262.67673
710,0,0.02560535,262.89627
711,0,0.016222864,262.91565
712,0,0.011196047,262.3572
713,0,0.023258597,262.56512
714,0,0.018489033,262.79367
715,0,0.009024769,262.4803
716,0,0.014493614,262.87405
717,0,0.005935103,262.9933
718,0,0.013231427,263.31592
719,0,0.016543776,263.4098
720,0,0.012267739,262.61032
721,0,0.02339688,262.80396
722,0,0.0241355,263.29626
723,0,0.02087441,263.37512
724,0,0.010060221,262.6777
725,0,0.023240477,262.72284
726,0,0.030188471,263.36035
727,0,0.020996004,263.17722
728,0,0.013880163,262.85406
729,0,0.012994438,262.91318
730,0,0.017261416,262.7887
731,0,0.009123951,262.1924
732,0,0.010917813,261.64282
733,0,0.08681527,260.09412
734,0,0.014388949,268.36813
735,0,0.026855618,258.34766
736,0,0.032191426,285.25095
737,0,0.03551832,295.928
738,0,0.02946058,313.87555
739,0,0.028879315,335.71838
740,0,0.030118138,356.10184
741,0,0.028256088,373.02167
742,0,0.01908198,390.88553
743,0,0.024674803,405.12912
744,0,0.034889847,414.96573
745,0,0.024549156,420.86194
746,0,0.028838068,424.84924
747,0,0.034136206,427.28525
748,0,0.027109295,428.2824
749,0,0.029272467,429.1746
750,0,0.027164608,429.63828
751,0,0.02693668,429.94882
752,0,0.030995756,430.31
753,0,0.029459149,430.4545
754,0,0.021211535,430.13535
755,0,0.03094688,430.70895
756,0,0.029179007,430.88855
757,0,0.034205824,431.38443
758,0,0.03199926,431.66528
759,0,0.024371535,431.50653
760,0,0.013643652,428.96143
761,0,0.013211161,425.8327
762,0,0.012753874,424.4956
763,0,0.013212353,424.08505
764,0,0.014335305,424.20538
765,0,0.019055992,424.31912
766,0,0.018850476,424.061
767,0,0.017751127,423.99844
768,0,0.018001229,424.4611
769,0,0.016328245,424.7598
770,0,0.009499937,424.72226
771,0,0.015737206,425.53738
772,0,0.01911202,425.98874
773,0,0.020964533,426.41153
774,0,0.022831827,427.27817
775,0,0.024809748,428.30466
776,0,0.01667586,428.6016
777,0,0.048645407,431.29114
778,0,0.03767267,439.44818
779,0,0.028508335,440.12045
780,0,0.044762284,443.00864
781,0,0.042595774,445.0651
782,0,0.03482166,446.57062
783,0,0.044791847,449.25064
784,0,0.020455271,448.1181
785,0,0.02291432,445.58527
786,0,0.027137667,444.98148
787,0,0.023917109,444.14792
788,0,0.02195397,443.8335
789,0,0.020577341,443.43353
790,0,0.025370985,443.35657
791,0,0.02401653,443.06705
792,0,0.022604138,442.9694
793,0,0.02455917,442.956
794,0,0.0249528,442.9905
795,0,0.02408591,442.95142
796,0,0.014861494,442.39783
797,0,0.017528921,442.44318
798,0,0.024313837,442.8173
799,0,0.037990957,443.63455
800,0,0.042048126,447.8378
801,0,0.041287094,451.48773
802,0,0.043925196,453.4257
803,0,0.038752228,454.82217
804,0,0.034248263,455.48898
805,0,0.04366389,456.844
806,0,0.0450038,457.81958
807,0,0.037252575,457.98447
808,0,0.039890677,458.14124
809,0,0.04091373,458.2057
810,0,0.042190462,458.57138
811,0,0.028914362,458.23856
812,0,0.047771603,458.89633
813,0,0.0392417,458.67523
814,0,0.043536812,458.8382
815,0,0.038929373,458.5759
816,0,0.04286328,458.61386
817,0,0.04465595,459.06085
818,0,0.043930918,459.2903
819,0,0.052023083,459.8443
820,0,0.044116408,459.53687
821,0,0.04619518,459.40213
822,0,0.039468914,459.28732
823,0,0.045526654,459.74228
824,0,0.043150574,459.74283
825,0,0.03480211,459.4195
826,0,0.025803715,458.89417
827,0,0.035743147,459.13516
828,0,0.028749615,458.5053
829,0,0.041049153,458.20712
830,0,0.040300757,458.19125
831,0,0.029899746,458.05048
832,0,0.032071263,457.37158
833,0,0.045593172,457.64496
834,0,0.027007967,457.14893
835,0,0.03270498,456.83383
836,0,0.044217736,457.49103
837,0,0.027962118,457.59103
838,0,0.026643902,457.6251
839,0,0.02504173,457.8914
840,0,0.025055557,457.63974
841,0,0.02690044,457.30585
842,0,0.030791432,457.6087
843,0,0.034070402,457.89255
844,0,0.018553168,457.31448
845,0,0.030036598,456.98053
846,0,0.028230816,456.7868
847,0,0.018825918,457.1072
848,0,0.02753082,457.8173
849,0,0.02842775,457.9688
850,0,0.032436043,458.5028
851,0,0.031759173,458.78287
852,0,0.018585354,458.53757
853,0,0.03123203,459.2873
854,0,0.032105356,459.55606
855,0,0.029067427,459.49637
856,0,0.034026533,459.7158
857,0,0.021220118,459.28882
858,0,0.0322558,459.6925
859,0,0.032853514,459.8592
860,0,0.022784859,459.48428
861,0,0.023568302,459.28156
862,0,0.005746037,458.42932
863,0,0.026471764,459.07315
864,0,0.027913243,459.0998
865,0,0.017990738,458.7725
866,0,0.018057257,458.5879
867,0,0.028671175,459.24414
868,0,0.02194658,459.20844
869,0,0.019937903,459.23135
870,0,0.04197851,460.32288
871,0,0.03738466,460.34613
872,0,0.029077202,459.96524
873,0,0.033767134,459.94702
874,0,0.02940765,459.83273
875,0,0.037157208,460.1088
876,0,0.012465388,459.1664
877,0,0.018336207,459.05865
878,0,0.020276457,458.98215
879,0,0.012823969,458.52722
880,0,0.023168474,458.93597
881,0,0.02325955,459.0542
882,0,0.012991339,458.66086
883,0,0.020540625,458.81198
884,0,0.01220265,458.57187
885,0,0.022144705,459.0938
886,0,0.017864853,459.01328
887,0,0.018013865,459.03052
888,0,0.010946661,458.3639
889,0,0.025614887,458.79053
890,0,0.022972733,458.8652
891,0,0.018716007,458.19666
892,0,0.018720537,457.68005
893,0,0.018258005,458.104
894,0,0.014558464,457.64493
895,0,0.026534468,457.8624
896,0,0.020407349,458.0021
897,0,0.012943894,457.38306
898,0,0.016197354,457.3672
899,0,0.015401036,457.49832
900,0,0.020862013,457.5312
901,0,0.012414128,456.90463
902,0,0.015674978,457.0349
903,0,0.014231354,457.31445
904,0,0.015648037,457.26154
905,0,0.020086914,457.3034
906,0,0.017889649,456.8441
907,0,0.014254481,456.64304
908,0,0.017599493,457.43427
909,0,0.01620832,457.17075
910,0,0.021565825,456.99118
911,0,0.015571743,456.83
912,0,0.019124657,456.9182
913,0,0.020516068,457.01456
914,0,0.02102366,457.1831
