,dishwaser_6_Trans_V7_gradTruth,dishwaser_6_Trans_V7_predicted
107,0.0,266.57315
108,0.0,265.93878
109,0.0,269.5826
110,0.0,267.66602
111,0.0,266.6741
112,0.0,267.1207
113,0.0,266.30984
114,0.0,266.90787
115,0.0,266.50946
116,0.0,268.30606
117,0.0,268.39813
118,0.0,266.7104
119,0.0,266.12555
120,0.0,269.38052
121,0.0,268.1951
122,0.0,266.4373
123,0.0,267.16302
124,0.0,268.1534
125,0.0,266.5365
126,0.0,267.03763
127,0.0,266.27646
128,0.0,266.69507
129,0.0,268.52777
130,0.0,266.7953
131,0.0,266.7176
132,0.0,267.40515
133,0.0,267.20496
134,0.0,266.57657
135,0.0,266.82172
136,0.0,267.31943
137,1.0,267.50766
138,0.0,267.13022
139,0.0,266.77365
140,0.0,86.692154
141,0.0,197.55055
142,0.0,282.1114
143,0.0,314.61252
144,0.0,302.0601
145,0.0,285.5655
146,0.0,279.2679
147,0.0,279.17776
148,0.0,678.9072
149,0.0,814.3106
150,0.0,800.255
151,0.0,759.0249
152,0.0,695.30304
153,0.0,663.442
154,0.0,650.7649
155,0.0,627.32947
156,0.0,591.96564
157,0.0,549.72784
158,0.0,503.4416
159,0.0,465.9084
160,0.0,433.22742
161,0.0,406.01617
162,0.0,384.58246
163,1.0,375.01968
164,0.0,376.36758
165,0.0,375.3272
166,0.0,374.37943
167,0.0,371.55887
168,0.0,367.88287
169,0.0,368.85425
170,0.0,372.00903
171,0.0,368.77063
172,0.0,368.78265
173,0.0,368.59805
174,0.0,367.59128
175,0.0,369.06317
176,0.0,369.64746
177,0.0,369.3989
178,0.0,369.29788
179,1.0,367.69507
180,0.0,367.0226
181,0.0,367.48398
182,0.0,368.63565
183,0.0,368.2344
184,0.0,369.43893
185,0.0,368.7177
186,0.0,370.78305
187,0.0,371.90228
188,0.0,368.56375
189,0.0,395.36685
190,0.0,400.39386
191,0.0,404.16174
192,0.0,409.21542
193,0.0,410.8438
194,0.0,414.4599
195,0.0,126.62844
196,0.0,232.33208
197,0.0,286.66846
198,0.0,307.16406
199,0.0,291.1783
200,0.0,264.41324
201,0.0,238.38013
202,0.0,228.8915
203,0.0,228.57692
204,0.0,611.4002
205,0.0,741.7373
206,0.0,703.396
207,0.0,673.5118
208,0.0,621.36755
209,0.0,589.97516
210,0.0,559.6155
211,0.0,510.06885
212,0.0,455.87537
213,0.0,410.54724
214,0.0,383.9018
215,0.0,375.75162
216,0.0,369.46497
217,0.0,359.837
218,0.0,355.1702
219,0.0,354.7278
220,0.0,356.86456
221,0.0,356.67126
222,0.0,357.0151
223,0.0,354.4268
224,0.0,353.89365
225,0.0,354.14655
226,0.0,355.22974
227,0.0,354.6431
228,0.0,352.29745
229,0.0,354.24695
230,0.0,353.477
231,0.0,352.81082
232,0.0,356.39307
233,0.0,355.67328
234,0.0,353.96594
235,0.0,353.09567
236,0.0,355.17004
237,0.0,352.9634
238,0.0,351.52676
239,0.0,353.66324
240,1.0,351.73395
241,0.0,352.30322
242,0.0,356.8398
243,0.0,350.47794
244,0.0,380.83356
245,0.0,390.71393
246,0.0,403.36456
247,0.0,406.67276
248,0.0,411.0163
249,0.0,417.0015
250,0.0,129.58032
251,1.0,234.70743
252,0.0,294.18246
253,0.0,318.57837
254,0.0,303.58063
255,0.0,277.1015
256,0.0,265.54886
257,0.0,251.96234
258,0.0,241.75986
259,0.0,228.0698
260,0.0,595.0058
261,0.0,716.59045
262,0.0,695.5714
263,0.0,667.8987
264,0.0,610.89716
265,0.0,569.0362
266,0.0,524.5621
267,0.0,475.8239
268,1.0,427.6191
269,0.0,573.91125
270,0.0,501.09302
271,0.0,433.6287
272,1.0,370.60062
273,0.0,319.2623
274,0.0,301.15723
275,1.0,282.36932
276,0.0,266.5892
277,1.0,252.11406
278,0.0,237.75256
279,0.0,240.88716
280,0.0,235.54218
281,0.0,234.83981
282,0.0,238.66397
283,0.0,234.00275
284,0.0,237.95334
285,0.0,237.30945
286,0.0,232.15564
287,0.0,234.90164
288,0.0,236.73691
289,0.0,232.49277
290,0.0,236.79866
291,1.0,233.59232
292,0.0,233.3304
293,0.0,235.62386
294,0.0,232.02835
295,0.0,236.06674
296,0.0,232.08604
297,0.0,235.24438
298,0.0,238.75418
299,1.0,249.39166
300,0.0,256.0304
301,0.0,257.93506
302,0.0,249.49632
303,1.0,52.152958
304,0.0,158.54785
305,0.0,260.37924
306,0.0,342.296
307,0.0,381.67334
308,0.0,401.36008
309,0.0,431.18655
310,0.0,449.08832
311,0.0,462.51755
312,1.0,470.3059
313,0.0,818.6952
314,1.0,856.1444
315,0.0,856.10175
316,0.0,798.13586
317,0.0,719.1901
318,0.0,668.53784
319,0.0,628.8811
320,0.0,591.5329
321,0.0,537.15656
322,0.0,466.59195
323,0.0,411.66943
324,0.0,379.1644
325,0.0,349.25327
326,0.0,341.65198
327,1.0,331.63638
328,0.0,330.1346
329,1.0,327.31232
330,0.0,320.65308
331,1.0,316.3528
332,0.0,314.15735
333,0.0,301.3416
334,1.0,290.70547
335,0.0,285.33456
336,0.0,273.8019
337,0.0,269.60416
338,0.0,261.3346
339,1.0,251.77959
340,0.0,249.53671
341,0.0,241.70769
342,0.0,249.23645
343,0.0,242.57452
344,0.0,242.49525
345,0.0,243.40395
346,0.0,246.01363
347,0.0,243.91904
348,1.0,243.93158
349,0.0,241.67628
350,0.0,244.58308
351,0.0,243.44458
352,0.0,260.86948
353,0.0,258.9681
354,0.0,255.3372
355,0.0,51.129467
356,0.0,164.59038
357,0.0,258.84714
358,0.0,326.22357
359,0.0,362.46082
360,0.0,390.0955
361,0.0,422.432
362,1.0,440.39597
363,0.0,810.1602
364,0.0,865.3173
365,0.0,863.7221
366,0.0,805.1665
367,0.0,728.98376
368,0.0,680.70123
369,0.0,645.59766
370,0.0,609.191
371,0.0,552.53143
372,0.0,490.2947
373,0.0,430.2027
374,0.0,387.4118
375,0.0,360.2673
376,0.0,347.27032
377,0.0,340.05856
378,0.0,338.58237
379,0.0,325.95114
380,0.0,326.4215
381,0.0,325.41232
382,0.0,317.94952
383,0.0,312.92157
384,0.0,308.56058
385,0.0,295.1178
386,1.0,290.78067
387,0.0,285.01227
388,1.0,303.89462
389,1.0,295.8189
390,1.0,290.0787
391,0.0,277.7516
392,1.0,262.98413
393,0.0,249.7378
394,1.0,239.98462
395,1.0,241.0286
396,1.0,239.28107
397,0.0,236.58478
398,2.0,237.23813
399,0.0,237.34889
400,2.0,238.10275
401,1.0,236.87582
402,1.0,236.61452
403,1.0,238.11809
404,1.0,46.89108
405,1.0,169.8265
406,0.0,282.5221
407,2.0,379.0077
408,1.0,428.3902
409,0.0,447.53992
410,0.0,486.81522
411,0.0,515.1401
412,1.0,540.3495
413,1.0,886.4802
414,1.0,934.1443
415,0.0,951.6461
416,1.0,924.81354
417,0.0,860.9097
418,2.0,799.03235
419,1.0,732.7664
420,0.0,684.2004
421,1.0,636.6775
422,0.0,594.18317
423,0.0,548.9747
424,1.0,490.4664
425,1.0,435.259
426,1.0,391.14774
427,0.0,361.87634
428,0.0,343.11383
429,0.0,335.68423
430,0.0,331.53094
431,1.0,328.9689
432,0.0,326.08072
433,2.0,317.71448
434,1.0,313.27176
435,0.0,309.1042
436,1.0,302.29
437,1.0,293.30582
438,0.0,278.5959
439,0.0,239.37024
440,1.0,253.95518
441,1.0,564.1474
442,0.0,633.5965
443,1.0,607.46796
444,1.0,558.7839
445,1.0,507.42105
446,0.0,462.2252
447,1.0,423.2538
448,1.0,360.2965
449,0.0,66.12444
450,1.0,222.5663
451,1.0,344.5392
452,1.0,425.89062
453,1.0,461.57736
454,1.0,486.00217
455,1.0,527.14404
456,1.0,567.83716
457,2.0,618.78925
458,1.0,967.76624
459,1.0,993.56396
460,0.0,1000.53973
461,1.0,977.5927
462,1.0,927.1166
463,0.0,881.32245
464,1.0,824.19885
465,1.0,755.5795
466,1.0,696.15027
467,1.0,652.24963
468,1.0,615.6946
469,0.0,584.05646
470,1.0,540.70245
471,0.0,486.1565
472,0.0,436.65216
473,2.0,396.96786
474,0.0,372.0374
475,0.0,359.43094
476,1.0,350.6772
477,0.0,346.85678
478,0.0,345.15598
479,2.0,343.48557
480,1.0,341.84875
481,1.0,340.3276
482,1.0,338.57925
483,1.0,338.73798
484,1.0,338.81293
485,1.0,336.7093
486,1.0,336.32996
487,1.0,336.50092
488,1.0,329.79068
489,1.0,318.19348
490,1.0,248.17683
491,0.0,44.573624
492,0.0,216.65097
493,1.0,353.7207
494,1.0,439.80356
495,1.0,473.82144
496,0.0,509.26288
497,1.0,527.61884
498,0.0,589.40295
499,1.0,648.92694
500,1.0,706.2916
501,0.0,1027.708
502,0.0,1018.48816
503,0.0,973.2654
504,0.0,939.2802
505,0.0,897.5056
506,0.0,867.28955
507,0.0,843.67554
508,0.0,809.63324
509,0.0,763.2808
510,0.0,722.5299
511,0.0,698.7167
512,0.0,683.7259
513,0.0,670.43567
514,0.0,654.1069
515,0.0,638.4267
516,0.0,625.25555
517,0.0,616.8357
518,0.0,606.9451
519,0.0,592.1292
520,0.0,572.78735
521,0.0,548.7699
522,0.0,522.2177
523,0.0,493.44772
524,0.0,465.33453
525,0.0,440.27383
526,0.0,423.06375
527,0.0,411.7356
528,0.0,403.535
529,0.0,397.96384
530,0.0,393.701
531,0.0,391.7838
532,0.0,391.34692
533,0.0,83.97369
534,0.0,216.79735
535,0.0,328.23868
536,0.0,418.92572
537,0.0,416.96094
538,0.0,419.47852
539,0.0,416.8075
540,0.0,443.5368
541,0.0,452.6632
542,0.0,447.24365
543,0.0,795.3721
544,0.0,846.1203
545,0.0,839.2889
546,0.0,776.14484
547,0.0,694.12115
548,0.0,641.73
549,0.0,615.93097
550,0.0,590.37946
551,0.0,545.70013
552,0.0,482.37442
553,0.0,429.51004
554,0.0,395.25064
555,0.0,376.86844
556,0.0,365.9741
557,0.0,356.8991
558,0.0,351.81006
559,0.0,350.3777
560,0.0,351.2972
561,0.0,352.30777
562,0.0,164.93445
563,0.0,27.551836
564,0.0,183.81885
565,0.0,366.63107
566,0.0,472.0725
567,0.0,480.03366
568,0.0,484.831
569,0.0,503.59924
570,0.0,525.2875
571,0.0,541.02936
572,0.0,549.7073
573,0.0,556.4828
574,0.0,567.58044
575,0.0,586.6415
576,0.0,613.2954
577,1.0,1080.4845
578,0.0,1162.9596
579,2.0,1140.4292
580,0.0,1132.7439
581,1.0,1105.5177
582,1.0,1134.7184
583,0.0,1137.9862
584,1.0,1136.2255
585,0.0,1129.5182
586,1.0,1127.6482
587,0.0,1130.8651
588,1.0,1135.6168
589,2.0,1133.707
590,1.0,1132.7327
591,1.0,1131.4293
592,0.0,1131.1296
593,1.0,1133.404
594,0.0,1135.3988
595,1.0,1131.9343
596,0.0,1131.2775
597,1.0,1132.2446
598,1.0,1131.7019
599,0.0,1132.586
600,1.0,1132.6958
601,1.0,1131.6941
602,0.0,1132.1816
603,0.0,1132.694
604,1.0,1131.828
605,1.0,1135.0388
606,0.0,1134.3849
607,1.0,382.93054
608,1.0,529.6488
609,1.0,517.66315
610,1.0,491.34637
611,1.0,490.34167
612,1.0,546.0582
613,1.0,589.18286
614,1.0,641.8587
615,1.0,696.8344
616,1.0,745.4689
617,1.0,787.51886
618,1.0,830.8495
619,1.0,875.1404
620,1.0,926.8378
621,1.0,987.84863
622,1.0,1299.7863
623,1.0,1102.0972
624,1.0,1023.79504
625,1.0,1006.78094
626,1.0,972.12225
627,1.0,951.56177
628,0.0,937.17267
629,0.0,916.0052
630,1.0,329.9225
631,0.0,226.94994
632,0.0,261.7612
633,0.0,308.23306
634,1.0,328.8705
635,0.0,349.44653
636,1.0,387.88425
637,1.0,413.43015
638,1.0,430.4808
639,0.0,435.96854
640,1.0,438.82678
641,2.0,442.72125
642,0.0,445.87436
643,1.0,449.47964
644,1.0,449.95364
645,1.0,449.64948
646,1.0,447.77127
647,1.0,447.10834
648,0.0,446.67618
649,1.0,447.3057
650,1.0,450.11453
651,1.0,447.09998
652,1.0,447.4423
653,1.0,448.8097
654,1.0,449.22543
655,0.0,444.0006
656,0.0,445.70938
657,0.0,445.90982
658,0.0,447.12766
659,1.0,446.52322
660,1.0,446.47406
661,0.0,446.46695
662,1.0,446.43762
663,1.0,448.03793
664,1.0,447.58795
665,0.0,447.00058
666,1.0,447.04935
667,1.0,446.38348
668,1.0,447.23575
669,0.0,447.1252
670,1.0,446.70218
671,0.0,446.3114
672,0.0,445.7336
673,1.0,445.767
674,1.0,445.26367
675,1.0,446.29193
676,1.0,452.2794
677,1.0,453.6005
678,0.0,447.72876
679,0.0,446.12384
680,0.0,473.43216
681,1.0,487.3426
682,1.0,503.49347
683,0.0,519.01953
684,1.0,535.16833
685,0.0,556.6213
686,0.0,40.107536
687,0.0,136.9247
688,0.0,271.37918
689,0.0,338.81677
690,0.0,315.59827
691,0.0,307.194
692,0.0,297.01053
693,0.0,290.8067
694,0.0,289.97906
695,0.0,285.45697
696,0.0,273.3255
697,0.0,261.76416
698,0.0,257.60223
699,0.0,260.536
700,0.0,263.84436
701,0.0,264.0071
702,0.0,261.92844
703,0.0,260.88168
704,0.0,261.19708
705,0.0,263.09512
706,0.0,263.4035
707,0.0,263.09756
708,0.0,262.82642
709,0.0,262.67673
710,0.0,262.89627
711,0.0,262.91565
712,0.0,262.3572
713,0.0,262.56512
714,0.0,262.79367
715,0.0,262.4803
716,0.0,262.87405
717,0.0,262.9933
718,0.0,263.31592
719,0.0,263.4098
720,0.0,262.61032
721,0.0,262.80396
722,0.0,263.29626
723,0.0,263.37512
724,0.0,262.6777
725,0.0,262.72284
726,0.0,263.36035
727,0.0,263.17722
728,0.0,262.85406
729,0.0,262.91318
730,0.0,262.7887
731,0.0,262.1924
732,0.0,261.64282
733,0.0,260.09412
734,0.0,268.36813
735,0.0,258.34766
736,0.0,285.25095
737,0.0,295.928
738,0.0,313.87555
739,0.0,335.71838
740,0.0,356.10184
741,0.0,373.02167
742,0.0,390.88553
743,0.0,405.12912
744,0.0,414.96573
745,0.0,420.86194
746,0.0,424.84924
747,0.0,427.28525
748,0.0,428.2824
749,0.0,429.1746
750,0.0,429.63828
751,0.0,429.94882
752,0.0,430.31
753,0.0,430.4545
754,0.0,430.13535
755,0.0,430.70895
756,0.0,430.88855
757,0.0,431.38443
758,0.0,431.66528
759,0.0,431.50653
760,0.0,428.96143
761,0.0,425.8327
762,0.0,424.4956
763,0.0,424.08505
764,0.0,424.20538
765,0.0,424.31912
766,0.0,424.061
767,0.0,423.99844
768,0.0,424.4611
769,0.0,424.7598
770,0.0,424.72226
771,0.0,425.53738
772,0.0,425.98874
773,0.0,426.41153
774,0.0,427.27817
775,0.0,428.30466
776,0.0,428.6016
777,0.0,431.29114
778,0.0,439.44818
779,0.0,440.12045
780,0.0,443.00864
781,0.0,445.0651
782,0.0,446.57062
783,0.0,449.25064
784,0.0,448.1181
785,0.0,445.58527
786,0.0,444.98148
787,0.0,444.14792
788,0.0,443.8335
789,0.0,443.43353
790,0.0,443.35657
791,0.0,443.06705
792,0.0,442.9694
793,0.0,442.956
794,0.0,442.9905
795,0.0,442.95142
796,0.0,442.39783
797,0.0,442.44318
798,0.0,442.8173
799,0.0,443.63455
800,0.0,447.8378
801,0.0,451.48773
802,0.0,453.4257
803,0.0,454.82217
804,0.0,455.48898
805,0.0,456.844
806,0.0,457.81958
807,0.0,457.98447
808,0.0,458.14124
809,0.0,458.2057
810,0.0,458.57138
811,0.0,458.23856
812,0.0,458.89633
813,0.0,458.67523
814,0.0,458.8382
815,0.0,458.5759
816,0.0,458.61386
817,0.0,459.06085
818,0.0,459.2903
819,0.0,459.8443
820,0.0,459.53687
821,0.0,459.40213
822,0.0,459.28732
823,0.0,459.74228
824,0.0,459.74283
825,0.0,459.4195
826,0.0,458.89417
827,0.0,459.13516
828,0.0,458.5053
829,0.0,458.20712
830,0.0,458.19125
831,0.0,458.05048
832,0.0,457.37158
833,0.0,457.64496
834,0.0,457.14893
835,0.0,456.83383
836,0.0,457.49103
837,0.0,457.59103
838,0.0,457.6251
839,0.0,457.8914
840,0.0,457.63974
841,0.0,457.30585
842,0.0,457.6087
843,0.0,457.89255
844,0.0,457.31448
845,0.0,456.98053
846,0.0,456.7868
847,0.0,457.1072
848,0.0,457.8173
849,0.0,457.9688
850,0.0,458.5028
851,0.0,458.78287
852,0.0,458.53757
853,0.0,459.2873
854,0.0,459.55606
855,0.0,459.49637
856,0.0,459.7158
857,0.0,459.28882
858,0.0,459.6925
859,0.0,459.8592
860,0.0,459.48428
861,0.0,459.28156
862,0.0,458.42932
863,0.0,459.07315
864,0.0,459.0998
865,0.0,458.7725
866,0.0,458.5879
867,0.0,459.24414
868,0.0,459.20844
869,0.0,459.23135
870,0.0,460.32288
871,0.0,460.34613
872,0.0,459.96524
873,0.0,459.94702
874,0.0,459.83273
875,0.0,460.1088
876,0.0,459.1664
877,0.0,459.05865
878,0.0,458.98215
879,0.0,458.52722
880,0.0,458.93597
881,0.0,459.0542
882,0.0,458.66086
883,0.0,458.81198
884,0.0,458.57187
885,0.0,459.0938
886,0.0,459.01328
887,0.0,459.03052
888,0.0,458.3639
889,0.0,458.79053
890,0.0,458.8652
891,0.0,458.19666
892,0.0,457.68005
893,0.0,458.104
894,0.0,457.64493
895,0.0,457.8624
896,0.0,458.0021
897,0.0,457.38306
898,0.0,457.3672
899,0.0,457.49832
900,0.0,457.5312
901,0.0,456.90463
902,0.0,457.0349
903,0.0,457.31445
904,0.0,457.26154
905,0.0,457.3034
906,0.0,456.8441
907,0.0,456.64304
908,0.0,457.43427
909,0.0,457.17075
910,0.0,456.99118
911,0.0,456.83
912,0.0,456.9182
913,0.0,457.01456
914,0.0,457.1831
915,0.0,457.5558
916,0.0,457.9352
917,0.0,458.43213
918,0.0,458.45645
919,0.0,458.2634
920,0.0,458.4974
921,0.0,458.72177
922,0.0,458.8167
923,0.0,458.68222
924,0.0,458.87158
925,0.0,458.54105
926,0.0,458.8756
927,0.0,458.58206
928,0.0,458.71692
929,0.0,458.6315
930,0.0,458.42813
931,0.0,458.29654
932,0.0,458.93948
933,0.0,458.73227
934,0.0,458.602
935,0.0,458.81247
936,0.0,458.80594
937,0.0,459.01743
938,0.0,459.54486
939,0.0,459.5996
940,0.0,459.53015
941,0.0,459.5867
942,0.0,459.3467
943,0.0,459.1867
944,0.0,458.61673
945,0.0,458.0009
946,0.0,458.69165
947,0.0,458.7535
948,0.0,458.55826
949,0.0,458.26978
950,0.0,458.1409
951,0.0,457.54022
952,0.0,457.2748
953,0.0,458.2488
954,0.0,457.38803
955,0.0,457.0258
956,0.0,457.3586
957,0.0,456.89105
958,0.0,455.84802
959,0.0,456.2558
960,0.0,456.5733
961,0.0,456.58176
962,0.0,456.08966
963,0.0,456.92917
964,0.0,456.36746
965,0.0,456.20013
966,0.0,456.34885
967,0.0,456.3209
968,0.0,455.89777
969,0.0,455.9504
970,0.0,456.58536
971,0.0,456.57352
972,0.0,456.77258
973,0.0,456.19455
974,0.0,456.7753
975,0.0,456.94232
976,0.0,457.49045
977,0.0,457.83533
978,0.0,458.02814
979,0.0,458.29855
980,0.0,458.27408
981,0.0,457.4818
982,0.0,457.25363
983,0.0,457.29086
984,0.0,457.0713
985,0.0,457.40018
986,0.0,457.81296
987,0.0,457.41562
988,0.0,457.5965
989,0.0,457.41418
990,0.0,457.99377
991,0.0,458.11545
992,0.0,458.2856
993,0.0,458.39404
994,0.0,458.17786
995,0.0,458.3805
996,0.0,458.4281
997,0.0,458.49902
998,0.0,459.09576
999,0.0,458.85004
1000,0.0,458.80237
1001,0.0,459.6914
1002,0.0,459.62335
1003,0.0,459.10797
1004,0.0,459.28787
1005,0.0,458.93842
1006,0.0,458.8086
1007,0.0,459.02185
1008,0.0,458.29462
1009,0.0,458.7768
1010,0.0,458.8141
1011,0.0,458.85965
1012,0.0,459.2124
1013,0.0,459.21964
1014,0.0,458.81674
1015,0.0,459.41522
1016,0.0,458.97186
1017,0.0,458.40445
1018,0.0,458.04324
1019,0.0,458.00833
1020,0.0,457.17368
1021,0.0,456.97913
1022,0.0,457.6725
1023,0.0,457.5807
1024,0.0,457.21774
1025,0.0,457.47852
1026,0.0,458.09387
1027,0.0,457.40262
1028,0.0,457.45428
1029,0.0,457.56564
1030,0.0,457.48688
1031,0.0,458.0188
1032,0.0,457.9024
1033,0.0,457.6959
1034,0.0,456.96432
1035,0.0,456.63284
1036,0.0,456.33923
1037,0.0,456.209
1038,0.0,456.3244
1039,0.0,456.66354
1040,0.0,457.4171
1041,0.0,457.27765
1042,0.0,457.37314
1043,0.0,457.52646
1044,0.0,457.77286
1045,0.0,457.78687
1046,0.0,457.92297
1047,0.0,457.6401
1048,0.0,457.87106
1049,0.0,457.69257
1050,0.0,458.58957
1051,0.0,458.53445
1052,0.0,458.70612
1053,0.0,458.7157
1054,0.0,458.79868
1055,0.0,458.81625
1056,0.0,458.65045
1057,0.0,458.57553
1058,0.0,458.06992
1059,0.0,458.581
1060,0.0,458.4474
1061,0.0,458.38974
1062,0.0,458.1893
1063,0.0,457.87802
1064,0.0,457.89236
1065,0.0,458.22354
1066,0.0,458.35727
1067,0.0,458.65213
1068,0.0,458.46335
1069,0.0,458.08417
1070,0.0,458.16943
1071,0.0,458.19705
1072,0.0,458.1136
1073,0.0,458.20825
1074,0.0,458.04834
1075,0.0,458.1603
1076,0.0,458.46744
1077,0.0,458.47757
1078,0.0,458.15027
1079,0.0,458.46536
1080,0.0,457.7569
1081,0.0,457.45624
1082,0.0,457.02988
1083,0.0,456.65128
1084,0.0,456.26086
1085,0.0,456.91507
1086,0.0,456.0622
1087,0.0,456.1121
1088,0.0,457.01733
1089,0.0,457.02466
1090,0.0,456.97922
1091,0.0,457.03354
1092,0.0,456.6865
1093,0.0,456.6567
1094,0.0,457.17386
1095,0.0,456.39386
1096,0.0,455.8444
1097,0.0,456.88934
1098,0.0,456.9993
1099,0.0,456.54172
1100,0.0,456.67334
1101,0.0,456.75558
1102,0.0,456.8951
1103,0.0,457.003
1104,0.0,457.27823
1105,0.0,457.6303
1106,0.0,458.3005
1107,0.0,457.94904
1108,0.0,457.78442
1109,0.0,458.41464
1110,0.0,457.9625
1111,0.0,457.6827
1112,0.0,457.6565
1113,0.0,458.06668
1114,0.0,457.79932
1115,0.0,457.74686
1116,0.0,458.09122
1117,0.0,458.12534
1118,0.0,458.42294
1119,0.0,458.14346
1120,0.0,458.0212
1121,0.0,458.15433
1122,0.0,458.24756
1123,0.0,457.9814
1124,0.0,457.9275
1125,0.0,457.88116
1126,0.0,457.6872
1127,0.0,457.5046
1128,0.0,457.9516
1129,0.0,457.89664
1130,0.0,457.95465
1131,0.0,458.02048
1132,0.0,457.96222
1133,0.0,457.77277
1134,0.0,457.36017
1135,0.0,457.84793
1136,0.0,457.51398
1137,0.0,457.67227
1138,0.0,457.80136
1139,0.0,458.06192
1140,0.0,457.84183
1141,0.0,458.0358
1142,0.0,457.89545
1143,0.0,458.07382
1144,0.0,458.1182
1145,0.0,457.87106
1146,0.0,457.6014
1147,0.0,457.08533
1148,0.0,456.62424
1149,0.0,456.98578
1150,0.0,457.33868
1151,0.0,457.4012
1152,0.0,456.6829
1153,0.0,456.48172
1154,0.0,457.10526
1155,0.0,456.3144
1156,0.0,456.50735
1157,0.0,456.2069
1158,0.0,455.50092
1159,0.0,455.31577
1160,0.0,455.57178
1161,0.0,455.15314
1162,0.0,455.0822
1163,0.0,455.56052
1164,0.0,455.73276
1165,0.0,456.04434
1166,0.0,456.7167
1167,0.0,457.0268
1168,0.0,456.65067
1169,0.0,457.17618
1170,0.0,457.02924
1171,0.0,457.25677
1172,0.0,457.58316
1173,0.0,457.3213
1174,0.0,457.44345
1175,0.0,457.60062
1176,0.0,456.922
1177,0.0,456.80853
1178,0.0,456.47754
1179,0.0,456.5719
1180,0.0,457.0391
1181,0.0,457.01608
1182,0.0,457.48404
1183,0.0,457.46237
1184,0.0,457.32788
1185,0.0,457.65707
1186,0.0,458.0036
1187,0.0,458.04477
1188,0.0,458.26953
1189,0.0,457.6853
1190,0.0,457.72726
1191,0.0,457.77856
1192,0.0,457.44333
1193,0.0,456.84677
1194,0.0,456.85168
1195,0.0,456.79288
1196,0.0,457.0029
1197,0.0,456.71475
1198,0.0,456.86975
1199,0.0,457.0587
1200,0.0,456.8846
1201,0.0,457.00095
1202,0.0,457.23264
1203,0.0,457.45752
1204,0.0,456.97635
1205,1.0,456.87912
1206,1.0,538.0538
1207,1.0,467.0933
1208,1.0,482.3975
1209,1.0,457.02057
1210,1.0,432.6423
1211,0.0,418.68164
1212,0.0,411.41824
1213,0.0,409.35455
1214,0.0,405.91788
1215,1.0,401.4031
1216,1.0,396.6467
1217,0.0,397.58377
1218,0.0,395.27463
1219,0.0,397.3459
1220,1.0,397.4834
1221,0.0,396.89157
1222,0.0,395.48608
1223,0.0,394.09174
1224,1.0,392.7886
1225,0.0,395.39117
1226,0.0,395.1808
1227,1.0,395.23474
1228,1.0,394.93253
1229,0.0,394.80463
1230,1.0,392.42776
1231,0.0,393.524
1232,0.0,392.11465
1233,1.0,393.05695
1234,0.0,392.44745
