,microwave_11_Trans_Init_Bi_gradTruth,microwave_11_Trans_Init_Bi_predicted
281,4,4.2880206
282,4,4.3527455
283,3,4.386254
284,3,4.366881
285,3,4.393966
286,4,4.393396
287,3,4.360005
288,4,4.364593
289,3,4.398859
290,4,4.356688
291,4,4.3858695
292,4,4.362352
293,3,4.3883715
294,3,4.388817
295,3,4.363928
296,3,4.4052305
297,4,4.3511424
298,4,4.2559266
299,4,4.3580546
300,4,4.3127522
301,3,4.3263264
302,4,4.356106
303,4,3.9842858
304,4,4.5150685
305,4,4.561007
306,4,4.587271
307,4,4.5403833
308,4,4.557239
309,4,4.576906
310,4,4.5782647
311,4,4.573944
312,3,4.5844674
313,4,4.4439044
314,4,4.079741
315,4,3.7984338
316,3,4.488449
317,3,4.41255
318,4,4.335926
319,3,4.3690977
320,4,4.372404
321,3,4.3654017
322,3,4.361644
323,3,4.3571477
324,4,4.375035
325,4,4.394513
326,4,4.356975
327,3,4.368577
328,3,4.3604584
329,3,4.366064
330,4,4.359177
331,3,4.360313
332,3,4.3633814
333,4,4.411879
334,3,4.3596973
335,4,4.3583846
336,3,4.3978424
337,4,4.3508506
338,4,4.3574505
339,4,4.3671656
340,3,4.3826795
341,3,4.3640356
342,3,4.349271
343,3,4.4254446
344,3,4.3576875
345,3,4.3594694
346,4,4.3691554
347,3,4.39872
348,3,4.3559947
349,4,4.3615856
350,3,4.3424225
351,3,4.2858534
352,4,4.3135767
353,3,4.357292
354,4,4.309461
355,4,3.9558167
356,4,4.5374894
357,4,4.541968
358,4,4.570755
359,4,4.584827
360,4,4.5619526
361,4,4.5614443
362,3,4.581248
363,3,4.4463544
364,4,4.1278505
365,4,3.741158
366,3,4.4964952
367,3,4.421483
368,3,4.3073244
369,4,4.329337
370,3,4.3608866
371,4,4.3733487
372,4,4.3415103
373,3,4.3646173
374,3,4.3554096
375,4,4.357875
376,4,4.35631
377,3,4.36528
378,4,4.365208
379,4,4.3565173
380,3,4.3565345
381,3,4.35407
382,3,4.37488
383,3,4.3542976
384,4,4.345943
385,3,4.354221
386,3,4.3556
387,3,4.3712564
388,3,4.233894
389,3,4.272685
390,4,4.3332863
391,4,4.3391657
392,4,4.3331523
393,4,4.338759
394,4,4.3388615
395,4,4.336302
396,4,4.3404174
397,3,4.3383536
398,3,4.341501
399,3,4.340922
400,3,4.33724
401,3,4.33402
402,3,4.32146
403,4,4.2787795
404,4,4.10008
405,4,4.557071
406,4,4.5359607
407,4,4.4967504
408,4,4.5428767
409,4,4.5107007
410,4,4.518596
411,4,4.502517
412,3,4.535559
413,4,4.476314
414,3,4.044665
415,4,3.7653642
416,4,4.468953
417,4,4.380475
418,3,4.330991
419,4,4.331906
420,3,4.3600187
421,3,4.3635473
422,4,4.3413067
423,3,4.347424
424,4,4.3490434
425,3,4.348902
426,4,4.347422
427,4,4.3525095
428,3,4.3473706
429,4,4.3477197
430,4,4.352981
431,4,4.3438764
432,4,4.350133
433,3,4.351168
434,4,4.3475213
435,3,4.349539
436,3,4.3510604
437,3,4.3567247
438,4,4.3612146
439,4,4.423693
440,4,4.5062504
441,3,4.2902656
442,3,4.5303183
443,4,4.2876835
444,4,4.336647
445,4,4.340698
446,3,4.343065
447,4,4.340133
448,4,4.162704
449,4,4.3595757
450,4,4.552075
451,4,4.537414
452,4,4.4943376
453,4,4.531816
454,4,4.5259385
455,4,4.534736
456,4,4.532663
457,3,4.529762
458,3,4.469539
459,3,4.0515265
460,3,3.7290988
461,4,4.4336743
462,3,4.3848734
463,4,4.3301654
464,3,4.3339047
465,3,4.370552
466,4,4.3612576
467,3,4.3525543
468,4,4.3526654
469,3,4.3554606
470,4,4.3572893
471,3,4.3548646
472,3,4.350426
473,4,4.3577914
474,4,4.352552
475,3,4.349234
476,3,4.35356
477,3,4.349787
478,3,4.3447876
479,4,4.344792
480,4,4.347849
481,3,4.3499446
482,4,4.349732
483,4,4.350492
484,3,4.354283
485,4,4.3554153
486,3,4.3525295
487,4,4.3480096
488,4,4.3665266
489,4,4.3673553
490,4,4.1383567
491,4,4.3343444
492,4,4.484506
493,4,4.54221
494,4,4.508578
495,4,4.5406575
496,4,4.507501
497,4,4.507241
498,4,4.515304
499,4,4.518782
500,3,4.5184417
501,4,4.4614854
502,4,4.0050025
503,4,3.7491708
504,4,4.6382236
505,4,4.491332
506,4,4.437708
507,4,4.435253
508,4,4.480746
509,4,4.4549384
510,4,4.4457445
511,4,4.479038
512,4,4.4653563
513,4,4.437772
514,4,4.480428
515,4,4.4593263
516,4,4.4423456
517,4,4.4446745
518,4,4.4953256
519,4,4.4796042
520,4,4.4443827
521,4,4.4523144
522,3,4.4627895
523,4,4.4664493
524,4,4.460393
525,4,4.460896
526,4,4.447907
527,4,4.492904
528,4,4.4792814
529,4,4.4496436
530,4,4.460628
531,4,4.456895
532,4,4.476933
533,4,4.0939603
534,4,4.5421844
535,4,4.5322566
536,4,4.5251784
537,4,4.584355
538,4,4.5642376
539,4,4.5766788
540,4,4.57696
541,4,4.5817566
542,4,4.5792384
543,4,4.448364
544,4,4.047008
545,4,3.9754243
546,4,4.7413816
547,4,4.5451217
548,4,4.4789286
549,4,4.486671
550,4,4.510389
551,4,4.4827743
552,4,4.481413
553,4,4.502264
554,4,4.5105605
555,4,4.4941607
556,4,4.4755607
557,4,4.505928
558,4,4.50364
559,4,4.4930096
560,4,4.481746
561,4,4.486884
562,4,4.588371
563,4,4.364989
564,4,4.839988
565,4,4.5721993
566,4,4.6002235
567,4,4.5895343
568,4,4.593202
569,4,4.591451
570,4,4.5933537
571,4,4.592681
572,4,4.59534
573,4,4.5940423
574,4,4.59397
575,4,4.5948234
576,4,4.5899653
577,4,4.455502
578,4,4.46347
579,4,4.521895
580,4,4.4303117
581,4,4.4868646
582,4,4.5117
583,4,4.5315137
584,4,4.5116553
585,4,4.5271897
586,4,4.527862
587,4,4.5232387
588,4,4.517079
589,4,4.530255
590,4,4.47179
591,4,4.4908385
592,4,4.5287623
593,4,4.507486
594,4,4.5098233
595,4,4.520024
596,4,4.5081506
597,4,4.511802
598,4,4.5222344
599,4,4.5098767
600,4,4.508929
601,4,4.5146184
602,4,4.510999
603,4,4.509169
604,4,4.5148587
605,4,4.5075593
606,4,4.510245
607,4,4.541627
608,4,4.5496726
609,4,4.5046515
610,4,4.5270247
611,4,4.404412
612,4,4.5510144
613,4,4.5242257
614,4,4.5438676
615,4,4.528354
616,4,4.5446706
617,4,4.538955
618,4,4.542456
619,4,4.5346875
620,4,4.5478005
621,3,4.5346885
622,4,4.510468
623,3,4.124616
624,3,3.8937173
625,4,4.5608034
626,3,4.3677683
627,4,4.371836
628,3,4.3709497
629,4,4.4095054
630,4,4.07175
631,4,4.6094565
632,4,4.514419
633,4,4.4805236
634,4,4.532142
635,4,4.5037475
636,4,4.517121
637,4,4.513368
638,4,4.527806
639,4,4.514727
640,4,4.5276875
641,4,4.5057044
642,4,4.529137
643,4,4.5197787
644,4,4.5147414
645,4,4.5287194
646,4,4.5240026
647,4,4.519254
648,4,4.5215716
649,4,4.5226874
650,4,4.517328
651,4,4.5306706
652,4,4.529059
653,4,4.5089965
654,4,4.5120664
655,4,4.5215173
656,4,4.5290885
657,4,4.5163474
658,4,4.516044
659,4,4.525245
660,4,4.5203357
661,4,4.516372
662,4,4.5152135
663,4,4.5149455
664,4,4.5231833
665,4,4.5243125
666,4,4.516339
667,4,4.5225606
668,4,4.51846
669,4,4.5104537
670,4,4.5069213
671,4,4.52082
672,4,4.5266623
673,4,4.52284
674,4,4.525109
675,4,4.529038
676,4,4.5535007
677,4,4.5479875
678,4,4.4923987
679,4,4.514301
680,4,4.5166154
681,4,4.5094476
682,4,4.5201974
683,4,4.515591
684,4,4.514442
685,4,4.510529
686,4,4.570971
687,4,4.41995
688,4,4.5012136
689,4,4.614858
690,4,4.5710206
691,4,4.6063046
692,4,4.5961614
693,4,4.6063924
694,4,4.6011834
695,4,4.602732
696,4,4.6055074
697,4,4.5994487
698,4,4.599932
699,4,4.6028495
700,4,4.6013045
701,4,4.602474
702,4,4.6029115
703,4,4.6137567
704,4,4.6033583
705,4,4.603667
706,4,4.6082683
707,4,4.616434
708,4,4.602177
709,4,4.6055818
710,4,4.615435
711,4,4.608483
712,4,4.615699
713,4,4.618941
714,4,4.609566
715,4,4.6129293
716,4,4.609822
717,4,4.6065717
718,4,4.606546
719,4,4.600265
720,4,4.6121345
721,4,4.609204
722,4,4.6018395
723,4,4.600984
724,4,4.605888
725,4,4.6086855
726,4,4.5992465
727,4,4.601889
728,4,4.60357
729,4,4.600016
730,4,4.6009173
731,4,4.602431
732,4,4.601869
733,4,4.593455
734,4,4.5916505
735,4,4.59142
736,4,4.5837693
737,4,4.5854774
738,4,4.587394
739,4,4.587292
740,4,4.587032
741,4,4.5882053
742,4,4.586178
743,4,4.5898705
744,4,4.588085
745,4,4.5874505
746,4,4.58628
747,4,4.5857196
748,4,4.5887966
749,4,4.5869126
750,4,4.5870233
751,4,4.586817
752,4,4.588125
753,4,4.585742
754,4,4.592053
755,4,4.5875607
756,4,4.5877223
757,4,4.587039
758,4,4.5849094
759,4,4.5873322
760,4,4.590676
761,4,4.6131053
762,4,4.601584
763,4,4.6048303
764,4,4.603496
765,4,4.602794
766,4,4.603111
767,4,4.604572
768,4,4.602494
769,4,4.6023116
770,4,4.60595
771,4,4.6015744
772,4,4.6033835
773,4,4.6051555
774,4,4.6026025
775,4,4.6010394
776,4,4.60255
777,4,4.614861
778,4,4.5644345
779,4,4.598763
780,4,4.59555
781,4,4.5824304
782,4,4.5929055
783,4,4.5912666
784,4,4.598475
785,4,4.618586
786,4,4.59878
787,4,4.604202
788,4,4.603644
789,4,4.6036706
790,4,4.6023593
791,4,4.6032205
792,4,4.601894
793,4,4.603083
794,4,4.6024127
795,4,4.6019006
796,4,4.6029897
797,4,4.6033072
798,4,4.6021247
799,4,4.6148562
800,4,4.6006036
801,4,4.579346
802,4,4.5928793
803,4,4.5797544
804,4,4.586218
805,4,4.582058
806,4,4.5821533
807,4,4.5845814
808,4,4.591919
809,4,4.593505
810,4,4.5907187
811,4,4.592792
812,4,4.5924444
813,4,4.5935054
814,4,4.594293
815,4,4.5944314
816,4,4.5977454
817,4,4.592376
818,4,4.5918274
819,4,4.5905075
820,4,4.592105
821,4,4.596733
822,4,4.5943537
823,4,4.5912066
824,4,4.59222
825,4,4.590066
826,4,4.588955
827,4,4.587226
828,4,4.588026
829,4,4.597093
830,4,4.59502
831,4,4.5871387
832,4,4.604285
833,4,4.6054754
834,4,4.5970445
835,4,4.607112
836,4,4.6031857
837,4,4.5933595
838,4,4.599849
839,4,4.595157
840,4,4.5965357
841,4,4.6059346
842,4,4.598578
843,4,4.5998855
844,4,4.598302
845,4,4.6077366
846,4,4.607156
847,4,4.595593
848,4,4.5873094
849,4,4.591883
850,4,4.5870147
851,4,4.5861416
852,4,4.5879974
853,4,4.584514
854,4,4.583541
855,4,4.586268
856,4,4.5855803
857,4,4.586861
858,4,4.5855765
859,4,4.5847783
860,4,4.5859675
861,4,4.5885677
862,4,4.5896816
863,4,4.5861177
864,4,4.58898
865,4,4.5870333
866,4,4.5909295
867,4,4.5848045
868,4,4.5849886
869,4,4.587044
870,4,4.5807395
871,4,4.582289
872,4,4.585495
873,4,4.587972
874,4,4.585046
875,4,4.5861115
876,4,4.5872273
877,4,4.589148
878,4,4.587694
879,4,4.590365
880,4,4.58762
881,4,4.587457
882,4,4.5874906
883,4,4.589593
884,4,4.5880017
885,4,4.585054
886,4,4.587086
887,4,4.5853167
888,4,4.5912323
889,4,4.590237
890,4,4.586447
891,4,4.5897107
892,4,4.6004148
893,4,4.587039
894,4,4.59016
895,4,4.5967975
896,4,4.5873003
897,4,4.593354
898,4,4.5955405
899,4,4.589412
900,4,4.5923753
901,4,4.596293
902,4,4.5957904
903,4,4.588021
904,4,4.592789
905,4,4.5932975
906,4,4.595149
907,4,4.5990233
908,4,4.586945
909,4,4.5890737
910,4,4.600091
911,4,4.5927734
912,4,4.5949535
913,4,4.5928698
914,4,4.5961256
915,4,4.5868487
916,4,4.588355
917,4,4.5866265
918,4,4.5868826
919,4,4.588982
920,4,4.586392
921,4,4.5880027
922,4,4.586696
923,4,4.588338
924,4,4.586397
925,4,4.5892534
926,4,4.586272
927,4,4.5882974
928,4,4.5883627
929,4,4.5880537
930,4,4.5906224
931,4,4.5888453
932,4,4.5876913
933,4,4.5865726
934,4,4.5898075
935,4,4.5873976
936,4,4.587613
937,4,4.5872846
938,4,4.5862045
939,4,4.584914
940,4,4.5860643
941,4,4.5869784
942,4,4.587763
943,4,4.587885
944,4,4.591421
945,4,4.592006
946,4,4.5873184
947,4,4.5867543
948,4,4.5883436
949,4,4.5885706
950,4,4.5939355
951,4,4.5936503
952,4,4.5966883
953,4,4.585885
954,4,4.58856
955,4,4.603664
956,4,4.5889287
957,4,4.59148
958,4,4.6055274
959,4,4.5961823
960,4,4.5917263
961,4,4.5957966
962,4,4.597631
963,4,4.5926757
964,4,4.5911617
965,4,4.599538
966,4,4.5978494
967,4,4.5967116
968,4,4.595344
969,4,4.6019273
970,4,4.5894694
971,4,4.598004
972,4,4.5910425
973,4,4.595734
974,4,4.5981255
975,4,4.5898013
976,4,4.590327
977,4,4.5863757
978,4,4.5900035
979,4,4.586836
980,4,4.5865326
981,4,4.595383
982,4,4.59782
983,4,4.5946603
984,4,4.5924015
985,4,4.593005
986,4,4.5882244
987,4,4.5928307
988,4,4.589623
989,4,4.593121
990,4,4.5888476
991,4,4.5886383
992,4,4.5874934
993,4,4.587725
994,4,4.5888195
995,4,4.5865946
996,4,4.5884027
997,4,4.5875053
998,4,4.586839
999,4,4.58608
1000,4,4.587132
1001,4,4.584896
1002,4,4.584845
1003,4,4.5889173
1004,4,4.587349
1005,4,4.5904417
1006,4,4.590612
1007,4,4.587923
1008,4,4.5903053
1009,4,4.587985
1010,4,4.5859327
1011,4,4.5875726
1012,4,4.586965
1013,4,4.585164
1014,4,4.5881386
1015,4,4.5858808
1016,4,4.5871844
1017,4,4.592008
1018,4,4.5953135
1019,4,4.5894284
1020,4,4.5942845
1021,4,4.6006465
1022,4,4.5876775
1023,4,4.5894885
1024,4,4.5989785
1025,4,4.5911665
1026,4,4.587215
1027,4,4.591757
1028,4,4.5976677
1029,4,4.589141
1030,4,4.589394
1031,4,4.588583
1032,4,4.593391
1033,4,4.5879993
1034,4,4.597485
1035,4,4.597369
1036,4,4.595425
1037,4,4.602573
1038,4,4.5944085
1039,4,4.592019
1040,4,4.588502
1041,4,4.590573
1042,4,4.5891023
1043,4,4.5901737
1044,4,4.5868573
1045,4,4.5912695
1046,4,4.5898776
1047,4,4.5892906
1048,4,4.5907226
1049,4,4.590461
1050,4,4.5873785
1051,4,4.587879
1052,4,4.588159
1053,4,4.5884385
1054,4,4.5865254
1055,4,4.588323
1056,4,4.588386
1057,4,4.5898776
1058,4,4.5886493
1059,4,4.5888524
1060,4,4.5882277
1061,4,4.5866084
1062,4,4.590535
1063,4,4.5900283
1064,4,4.5923333
1065,4,4.5866394
1066,4,4.5877976
1067,4,4.585828
1068,4,4.5896955
1069,4,4.588796
1070,4,4.59027
1071,4,4.588503
1072,4,4.592594
1073,4,4.5867453
1074,4,4.5887585
1075,4,4.589646
1076,4,4.587803
1077,4,4.5865474
1078,4,4.5884094
1079,4,4.5882783
1080,4,4.589694
1081,4,4.59695
1082,4,4.593785
1083,4,4.5958047
1084,4,4.60173
1085,4,4.5878625
1086,4,4.5987916
1087,4,4.602494
1088,4,4.586918
1089,4,4.590476
1090,4,4.5946183
1091,4,4.5922656
1092,4,4.5911117
1093,4,4.599273
1094,4,4.588171
1095,4,4.5924606
1096,4,4.6026783
1097,4,4.5989637
1098,4,4.588618
1099,4,4.593169
1100,4,4.6010046
1101,4,4.592672
1102,4,4.5894012
1103,4,4.5978303
1104,4,4.5897017
1105,4,4.5893354
1106,4,4.585409
1107,4,4.588431
1108,4,4.589537
1109,4,4.586436
1110,4,4.5903435
1111,4,4.5912237
1112,4,4.5890145
1113,4,4.5881248
1114,4,4.5880494
1115,4,4.590785
1116,4,4.588498
1117,4,4.5890326
1118,4,4.586697
1119,4,4.5902267
1120,4,4.5901103
1121,4,4.5899267
1122,4,4.587286
1123,4,4.5904927
1124,4,4.5904145
1125,4,4.590794
1126,4,4.593051
1127,4,4.589981
1128,4,4.5907497
1129,4,4.589634
1130,4,4.591282
1131,4,4.5883265
1132,4,4.5896306
1133,4,4.5885277
1134,4,4.5941215
1135,4,4.5907936
1136,4,4.5914464
1137,4,4.591267
1138,4,4.588622
1139,4,4.587676
1140,4,4.5887885
1141,4,4.5909176
1142,4,4.589463
1143,4,4.5914683
1144,4,4.588424
1145,4,4.5900083
1146,4,4.5979238
1147,4,4.5908465
1148,4,4.599491
1149,4,4.598889
1150,4,4.5882187
1151,4,4.591024
1152,4,4.595754
1153,4,4.598195
1154,4,4.5894694
1155,4,4.591898
1156,4,4.6009355
1157,4,4.589409
1158,4,4.6012106
1159,4,4.601816
1160,4,4.598218
1161,4,4.596982
1162,4,4.604271
1163,4,4.594467
1164,4,4.594614
1165,4,4.5949273
1166,4,4.591642
1167,4,4.5889735
1168,4,4.5931616
1169,4,4.591913
1170,4,4.5898123
1171,4,4.59203
1172,4,4.588851
1173,4,4.5913715
1174,4,4.5915885
1175,4,4.5894837
1176,4,4.5934296
1177,4,4.593713
1178,4,4.595812
1179,4,4.592565
1180,4,4.5921206
1181,4,4.5918617
1182,4,4.5898185
1183,4,4.589521
1184,4,4.591106
1185,4,4.5923443
1186,4,4.5894003
1187,4,4.5871572
1188,4,4.5897393
1189,4,4.591184
1190,4,4.591365
1191,4,4.591303
1192,4,4.5925603
1193,4,4.593226
1194,4,4.593761
1195,4,4.5917296
1196,4,4.5927534
1197,4,4.5921106
1198,4,4.595906
1199,4,4.590162
1200,4,4.5916953
1201,4,4.592691
1202,4,4.589303
1203,4,4.5898476
1204,4,4.591418
1205,4,4.5935636
1206,4,14.6811075
1207,4,4.531326
1208,4,4.6468167
1209,4,4.6322007
1210,4,4.4684587
1211,4,4.460154
1212,4,4.470263
1213,4,4.4794955
1214,4,4.4792266
1215,4,4.4642854
1216,4,4.467359
1217,4,4.485989
1218,4,4.491545
1219,4,4.4622216
1220,4,4.481542
1221,4,4.4916463
1222,4,4.4861674
1223,4,4.4754214
1224,4,4.487886
1225,4,4.487306
1226,4,4.4744134
1227,4,4.485662
1228,4,4.4755044
1229,4,4.483477
1230,4,4.500221
1231,4,4.4983373
1232,4,4.497847
1233,4,4.496658
1234,4,4.4987855
1235,4,4.4946933
1236,4,4.495703
1237,4,4.49509
1238,4,4.5027604
1239,4,4.4983487
1240,4,4.498281
1241,4,4.487188
1242,4,4.4979196
1243,4,4.4941916
1244,4,4.5019307
1245,4,4.4989753
1246,4,4.50077
1247,4,4.4989047
1248,4,4.499327
1249,4,4.4992595
1250,4,4.500879
1251,4,4.501739
1252,4,4.5083365
1253,4,4.48566
1254,4,4.4694495
1255,4,4.4774985
1256,4,4.4782567
1257,4,4.5204387
1258,4,4.5113883
1259,4,4.5131345
1260,4,4.5094275
1261,4,4.515861
1262,4,4.515844
1263,4,4.514835
1264,4,4.5106835
1265,4,4.5137906
1266,4,4.5169587
1267,4,4.514693
1268,4,4.512196
1269,4,4.511661
1270,4,4.5095153
1271,4,4.497041
1272,4,4.508763
1273,4,4.5194383
1274,4,4.508183
1275,4,4.5057387
1276,4,4.512612
1277,4,4.512423
1278,4,4.505779
1279,4,4.5144496
1280,4,4.5129886
1281,4,4.4998965
1282,4,4.5182967
1283,4,4.5141177
1284,4,4.4947457
1285,4,4.515301
1286,4,4.5297866
1287,4,4.515166
1288,4,4.5016904
1289,4,4.493694
1290,4,4.513841
1291,4,4.5035644
1292,4,4.5134835
1293,4,4.503412
1294,4,4.5160823
1295,4,4.522947
1296,4,4.5132146
1297,4,4.5164094
1298,4,4.520679
1299,4,4.5192037
1300,4,4.5166707
1301,4,4.51753
1302,4,4.514444
1303,4,4.5194707
1304,4,4.520021
1305,4,4.519489
1306,4,4.5225434
1307,4,4.5207925
1308,4,4.520619
1309,4,4.526338
1310,4,4.5232863
1311,4,4.523154
1312,4,4.5311265
1313,4,4.5282855
1314,4,4.5263896
1315,4,4.5229754
1316,4,4.5304255
1317,4,4.52809
1318,4,4.5279546
1319,4,4.5257745
1320,4,4.524944
1321,4,4.5227847
1322,4,4.5278583
1323,4,4.5285945
1324,4,4.522965
1325,4,4.525456
1326,4,4.5228906
1327,4,4.526397
1328,4,4.5255685
1329,4,4.526048
1330,4,4.5269275
1331,4,4.526199
1332,4,4.742377
1333,4,4.4774337
1334,4,4.3585725
1335,4,4.3662915
1336,4,4.354113
1337,4,4.3247266
1338,4,4.4038005
1339,4,4.406673
1340,4,4.386928
1341,4,4.3864827
1342,4,4.4074883
1343,4,4.398483
1344,4,4.3798833
1345,4,4.4013
1346,4,4.403095
1347,4,4.388515
1348,4,4.390039
1349,4,4.402408
1350,4,4.39508
1351,4,4.3865657
1352,4,4.394607
1353,4,4.399922
1354,4,4.38983
1355,4,4.387984
1356,4,4.3874135
1357,4,4.388498
1358,4,4.3896728
1359,4,4.383349
1360,4,4.377109
1361,4,4.3763947
1362,4,4.3708854
1363,4,4.375747
1364,4,4.3761888
1365,4,4.3710475
1366,4,4.3749633
1367,4,4.37287
1368,4,4.37266
1369,4,4.3753724
1370,4,4.370791
1371,4,4.3723226
1372,4,4.3740363
1373,4,4.373714
1374,4,4.372706
1375,4,4.3696113
1376,4,4.37662
1377,4,4.3744683
1378,4,4.3725104
1379,4,4.367211
1380,4,4.3205295
1381,4,4.2821574
1382,4,4.1568055
1383,4,4.159101
1384,4,4.1585555
1385,4,4.1574893
1386,4,4.159987
1387,4,4.1618743
1388,4,4.167995
1389,4,4.1725526
1390,4,4.1745524
1391,4,4.1731563
1392,4,4.1746945
1393,4,4.174332
1394,4,4.175158
1395,4,4.175839
1396,4,4.146176
1397,4,4.109056
1398,4,4.065847
1399,4,4.0591073
1400,4,4.083443
1401,4,4.0363526
1402,4,4.084842
1403,4,4.066918
1404,4,4.091683
1405,4,4.068728
1406,4,4.0768714
1407,4,4.0688157
1408,4,4.077234
1409,4,4.0993295
1410,4,4.075106
1411,4,4.038202
1412,4,4.0567966
1413,4,4.0830026
1414,4,4.0283704
1415,4,4.0650907
